Node,Met_Criteria,Description,Patient_Story
TRAUMA,True,"Check if the patient experiences anxiety related to exposure to a severe traumatic event, accompanied by intrusive symptoms (such as flashbacks or nightmares), avoidance of reminders of the trauma, negative changes in thoughts and mood, and increased arousal or reactivity. The criteria is met when these symptoms are present and cause significant distress.","After the car accident last year, I find myself reliving the moment almost every night in vivid nightmares, waking up drenched in sweat. During the day, I avoid driving and even hesitate to walk near busy streets, feeling a wave of panic wash over me whenever I hear a loud noise that reminds me of the crash. It’s exhausting, and I often feel irritable and on edge, making it hard to concentrate at work or enjoy time with friends."
TRAUMA_DUR,False,"Criteria met if the patient's stress disorder symptoms last more than a month, the duration should be explicitly asked","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ASD,True,Acute Stress Disorder,"After the car accident last year, I’ve been struggling with overwhelming feelings of anxiety. Just last week, I was at a family gathering, and when someone mentioned driving, I felt my heart race and my stomach drop. I couldn't shake the memories of the crash, and I ended up stepping outside to catch my breath, feeling detached from everyone around me. It's like I'm stuck in that moment, and it’s affecting my relationships and daily life."
SUB_DIST,False,Determine if the patient's anxiety mood is associated with disturbance in attention and awareness is characterized by a fluctuating course. The criteria is met when there is evidence of changes in the patient's level of attention or alertness that vary over time.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SIDELIRIUM,False,Substance Intoxication Delirium; Substance withdrawal delirium; Medication-Induced Delirium,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SUB_DIST_SEV,False,"Evaluate if the anxiety mood reported by the patient is the primary focus of the clinical picture and is of sufficient severity to require clinical attention. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SIANX,False,Substance/Medication-Induced Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SI,False,Substance Intoxication; Substance Withdrawal; Other Adverse Effect of Medication,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MED_DIST,False,"Evaluate if the anxiety mood reported by the patient is the primary focus of the clinical picture and is of sufficient severity to require clinical attention. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MEDDELIRIUM,False,Delirium Due to Another Medical Condition,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MED_DIST_SEV,False,"Assess whether the patient shows evidence of decline in one or more cognitive domains, including complex attention, executive function, learning and memory, language, perceptual-motor abilities, or social cognition. This decline should be noticeable and impact the patient's ability to function in these specific areas.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MNEUD,False,"Major or Mild Neurocognitive disorder due to another medical condition, with behavioral disturbance","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MEDANX,False,Anxiety Disorder Due to Another Medical Condition,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PANICATTACK,False,Panic Attack,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PANICDISORDER,False,Panic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
AGORAPHOBIA,False,Agoraphobia,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SEPANX,False,Separation Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOCIALANX,False,Social Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SPEPHOBIA,False,Specific Phobia,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOMATIC,False,Determine if the patient experiences somatic symptoms that are distressing. The criteria is met when the physical symptoms cause significant discomfort or distress to the patient.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOMATICD,False,Somatic Symptom Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SEV_PHYS,False,Determine if the patient's belief about having a serious physical illness reaches a delusional intensity. The criteria is met when the conviction is strongly held despite clear evidence to the contrary.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PSYCHD,False,Psychotic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ILLANX,False,Illness Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
HOARDINGD,False,Hoarding Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
BODYDD,False,Body Dysmorphic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
INTRUSIVE,False,"Check if the patient has recurring thoughts that are experienced as intrusive, unwanted, and conflicting with their sense of self. The criteria is met when these thoughts cause significant distress and are not aligned with the patient's values or beliefs.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OBSESSIVE,False,Obsessive-complusive Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
GENERALIZEDANX,False,Generalized Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PTSD,False,Post-Traumatic Stress Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MANIC,False,"Check if the patient experiences anxiety that is associated with a manic episode, a hypomanic episode, or a major depressive episode. The criteria is met when the anxiety occurs alongside one of these mood episodes and causes significant distress.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MDDANX,False,"Major Depressive Episode with Anxious feawtures in major depressive, bipolar I, or BipolarII disorder","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PSYCHSTRESSOR,False,Check if the patient's symptoms occur in response to a psychosocial stressor. The criteria is met when the anxiety or distress is directly linked to a specific life event or stressor.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
NORMALANX,False,Normal Anxiety,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ADJD,False,Adjustment Disorder With Anxiety,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OTHANX,False,Other specified anxiety disorder; Unspecified anxiety disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
NORMAL,False,No Anxiety Mood,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
