Node,Met_Criteria,Description,Patient_Story
MED_DIST_SEV,False,"Assess whether the patient shows evidence of decline in one or more cognitive domains, including complex attention, executive function, learning and memory, language, perceptual-motor abilities, or social cognition. This decline should be noticeable and impact the patient's ability to function in these specific areas.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MNEUD,False,"Major or Mild Neurocognitive disorder due to another medical condition, with behavioral disturbance","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MEDANX,False,Anxiety Disorder Due to Another Medical Condition,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
FEAR,False,Determine if the patient's anxiety occur in the context of an abrupt surge of intense fear and discomfort that reaches a peak within minutes. The criteria is met when the patient's experience is marked by a rapid escalation of fear or anxiety.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PANICATTACK,False,Panic Attack,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PANICSEV,False,"Determine if the patient experiences recurrent, unexpected panic attacks that are clinically significant. The criteria is met when the patient reports multiple episodes of sudden, intense fear or discomfort that occur without warning.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PANICDISORDER,False,Panic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PLACE,False,Determine if the patient experiences anxiety about being in places or situations where escape might be difficult or embarrassing in the event of a panic attack or panic-like symptoms. The criteria is met when the anxiety is specifically related to these situations and is not accompanied by more generalized worries.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
AGORAPHOBIA,False,Agoraphobia,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SPERATION,False,Determine if the patient experiences anxiety or worry specifically related to separation from major attachment figures. The criteria is met when the patient's anxiety is focused on separation and does not involve more generalized worries.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SEPANX,False,Separation Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOCIAL,False,Determine if the patient experiences anxiety or worry specifically about social situations where they are exposed to the scrutiny of others. The criteria is met when the anxiety is focused on social interactions and does not include more generalized worries.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOCIALANX,False,Social Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
FEAROBJ,False,"Determine if the patient experiences anxiety about exposure to a feared object (e.g., spiders) or situation (e.g., getting an injection, flying). The criteria is met when the anxiety is specifically triggered by the presence or anticipation of the feared object or situation.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SPEPHOBIA,False,Specific Phobia,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
HEALTH,False,Determine if the patient experiences anxiety specifically about their health and the possibility of having or acquiring a serious illness. The criteria is met when the anxiety is focused on health concerns and does not involve more generalized worries.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOMATIC,False,Determine if the patient experiences somatic symptoms that are distressing. The criteria is met when the physical symptoms cause significant discomfort or distress to the patient.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SOMATICD,False,Somatic Symptom Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
SEV_PHYS,False,Determine if the patient's belief about having a serious physical illness reaches a delusional intensity. The criteria is met when the conviction is strongly held despite clear evidence to the contrary.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PSYCHD,False,Psychotic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ILLANX,False,Illness Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
DISCARD,False,"Check if the patient feels anxious about getting rid of personal items, leading to a buildup of possessions that clutter their living spaces. The criteria is met when this anxiety makes it hard to let go of items, causing clutter that affects daily living.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
HOARDINGD,False,Hoarding Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
APPEARANCE,False,Check if the patient feels anxious or worried about a perceived flaw in their appearance that is not noticeable to others. The criteria is met when the concern about this imagined defect causes significant distress.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
BODYDD,False,Body Dysmorphic Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
REC,False,"Check if the patient experiences anxiety linked to repeated worries, thoughts, or excessive overthinking. The criteria is met when these concerns are persistent and cause significant distress.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
INTRUSIVE,False,"Check if the patient has recurring thoughts that are experienced as intrusive, unwanted, and conflicting with their sense of self. The criteria is met when these thoughts cause significant distress and are not aligned with the patient's values or beliefs.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OBSESSIVE,False,Obsessive-complusive Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
GENERALIZEDANX,False,Generalized Anxiety Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
TRAUMA,False,"Check if the patient experiences anxiety related to exposure to a severe traumatic event, accompanied by intrusive symptoms (such as flashbacks or nightmares), avoidance of reminders of the trauma, negative changes in thoughts and mood, and increased arousal or reactivity. The criteria is met when these symptoms are present and cause significant distress.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
TRAUMA_DUR,False,"Criteria met if the patient's stress disorder symptoms last more than a month, the duration should be explicitly asked","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PTSD,False,Post-Traumatic Stress Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ASD,False,Acute Stress Disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MANIC,False,"Check if the patient experiences anxiety that is associated with a manic episode, a hypomanic episode, or a major depressive episode. The criteria is met when the anxiety occurs alongside one of these mood episodes and causes significant distress.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
MDDANX,False,"Major Depressive Episode with Anxious feawtures in major depressive, bipolar I, or BipolarII disorder","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
PSYCHSTRESSOR,False,Check if the patient's symptoms occur in response to a psychosocial stressor. The criteria is met when the anxiety or distress is directly linked to a specific life event or stressor.,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
NORMALANX,False,Normal Anxiety,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
ADJD,False,Adjustment Disorder With Anxiety,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
OTHANX,False,Other specified anxiety disorder; Unspecified anxiety disorder,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
NORMAL,False,No Anxiety Mood,"Sorry, I dont think this is a good fit for me. This does not apply to me, try next."
