Node,Met_Criteria,Description,Patient_Story
MANIC_DUR_HYPO_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"Lately, I’ve been feeling a bit off, particularly after that night out with friends when I thought I was receiving messages from the stars during my manic phase. However, I’ve also had moments of clarity where I realize that those thoughts were strictly tied to that heightened mood, and outside of those times, I haven't experienced any psychotic symptoms during my regular depressive episodes. It's almost as if my mind clears up once the energy subsides, and I can distinguish between what’s real and what’s not."
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I haven't had hypomanic symptoms for at least two years; my energy spikes have been more sporadic. Just last month, I had a brief moment where I felt unusually energetic while organizing my room, but it was just one day and didn't last long. The rest of the time, I've mostly been feeling down, especially after losing my job, which has been weighing heavily on me."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS,False,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects, considering the patient's responses across all areas (not all aspects need to be abnormal). The duration of symptoms should be explicitly asked and confirmed as lasting at least 2 weeks before making a final decision. Be really caucious when making the decision!","While I’ve definitely been feeling down after losing my job, I don’t think I've experienced a major depressive episode. Just last week, I spent the afternoon hiking with a couple of friends, and I found joy in the beautiful scenery and fresh air. I’ve been keeping active and focusing on my new hobbies, like rock climbing, which helps lift my mood rather than feeling hopeless or losing interest in life."
DEPEPS_HALL,False,The criteria are met if the patient acknowledges having a history of delusions or hallucinations.,"I don’t think I've had any delusions or hallucinations. I remember one night during a particularly stressful period, I thought I saw shadows moving in my apartment, but it turned out to be just my imagination playing tricks on me. It was an unsettling moment, but once I turned on the lights, I quickly realized it was nothing more than my mind reacting to the stress I was under."
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I haven't experienced any psychotic symptoms during my depressive episodes. While I do feel sad about losing my job, I haven't had any hallucinations or delusions during these times. In fact, I remember a quiet evening at home last week, where I just binge-watched my favorite shows and enjoyed some comfort food, feeling sad but entirely grounded in reality without any distorted perceptions."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I wouldn't say I’ve had a depressive episode lasting two years or more. Sure, I've felt down since losing my job last year, but I can still find moments of joy, like when I went on that hike with friends just last week. It felt good to be outside and enjoy the scenery, so I know I haven't been stuck in a prolonged depression."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
DEPEPS_HALL_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I wouldn’t say I’ve had a depressive episode that has lasted two years or more. Since losing my job last year, I have felt down at times, but there have been moments, like my recent hiking trip with friends, where I felt genuinely happy and engaged. So while there are tough days, I wouldn't describe it as a persistent depression for that long."
MDDPDD,False,Major depressive disorder plus persistent depressive disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","I wouldn’t say I've been feeling depressed for more than two years. Since I lost my job last year, there have definitely been tough days, but I still find joy in activities like going rock climbing or spending time with friends. Just last week, I felt a rush of happiness while hiking, reminding me that my mood isn't consistently low."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","I don’t typically experience a depressed mood in a cyclical manner related to my menstrual cycle. I recently had my period, and while I did feel a bit off the week before, it wasn’t consistent or severe enough to interfere with my daily life. I was still able to go rock climbing and enjoy time with friends, so I wouldn’t say my mood fluctuates significantly in that way."
PDYSD,False,Premenstrual dysphoric disorder,
DEPCOM,False,"The criteria are met if the patient's depressed or dysphoric mood is an associated feature of another mental disorder (e.g., ""demoralization"" related to having Obsessive-Compulsive Disorder).","While I’ve certainly felt down since losing my job, I don’t think my sadness is linked to any other mental disorder. I remember discussing my situation with a close friend over coffee last week, and although I shared how the job loss affected my mood, it felt more like a natural response to a tough life event rather than a symptom of something deeper. I’ve been actively trying to stay positive and engaged in new activities, which helps me cope with my feelings."
DEPCOM_DIST,False,"The criteria are met if the mood disturbance is clinically significant, meaning it causes substantial distress or impairment in the patient�s daily functioning.","Since losing my job last year, I've had moments of sadness, but they're not overwhelming enough to disrupt my daily life. Just last weekend, I spent the day rock climbing with friends, and I felt a sense of joy and accomplishment that reminded me I'm still capable of enjoying life. Although I have my down days, I manage to stay engaged and maintain a positive outlook, so I don't think my mood disturbance is clinically significant."
OTHDD,False,Other specified depressive disorder; unspecified depressive disorder,
NOTDD,False,No mood disorder diagnosis needed,
OTH,False,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being.","While I've felt sad about losing my job since last year, I still find joy in my daily activities and don't feel overwhelmed by depressive symptoms. Just last weekend, I went hiking with friends and had a great time, enjoying the fresh air and beautiful scenery. I wouldn’t say my mood is affecting my overall functioning; I’m still able to engage in things I love, which makes me believe that my feelings aren't clinically significant."
OTH_MALA,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","After losing my job, I noticed that I was feeling down, but I didn't let it control my life. For instance, just last weekend, I organized a small gathering with friends and managed to keep the atmosphere light and fun, even sharing laughs over silly games. Although I do have moments of sadness, I've been able to cope by staying active and involved, so I don't think my response to this stressor has been disproportionate or ineffective."
ADJD,False,Adjustment disorder with depressed mood,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
