Node,Met_Criteria,Description,Patient_Story
MED,False,"Determine if the patient's depressed mood is primarily caused by the physiological effects of a general medical condition, such as physical health issues. This assessment should focus on whether the mood disturbance is directly linked to the underlying medical condition.","I've been struggling with low moods for a little while now, but I can't pinpoint it to any physical health issue. I have a chronic skin condition that sometimes flares up and makes me uncomfortable, but I don't think it directly affects my mood. Even on days when my skin feels fine, I still find myself feeling down and unmotivated, like when I skipped going to the café with friends last week despite feeling fine otherwise."
MED_COG,False,"Assess whether the patient shows evidence of decline in one or more cognitive domains, including complex attention, executive function, learning and memory, language, perceptual-motor abilities, or social cognition. This decline should be noticeable and impact the patient's ability to function in these specific areas.","I've noticed that my focus has been pretty stable lately. I can still tackle complex tasks at work, like creating presentations and managing projects, without any issues. Just last week, I was able to complete a report ahead of schedule and even remember to follow up on important emails, so I don’t feel like I’m experiencing any significant decline in my cognitive abilities."
MNEUD,False,"major or mild neurocognitive disorder due to another medical condition, with behavioral disturbance",
MEDDD,False,Depressive disorder due to another medical condition,
BPIPSYC,False,Bipolar I disorder with psychotic features,
BPI,False,Bipolar I disorder,
MANIC_DUR_HYPO,False,"Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I haven't experienced a hypomanic episode that lasted at least four days. While I did have that burst of energy when I cleaned my apartment and organized gatherings, it only lasted a few days at most, and I never felt that elevated mood for an extended period. Right now, I'm just focused on managing my days without any extreme mood swings."
MANIC_DUR_HYPO_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations, so I don’t think I meet that criteria. There have been times, like when I thought I heard my late grandmother's voice calling me, but I later brushed it off as just my imagination playing tricks on me during a low moment. I’ve always been grounded in reality, and I can’t recall any other instances that felt like they were anything more than fleeting moments."
MANIC_DUR_HYPO_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I’ve had some unsettling experiences, like when I thought I saw a shadowy figure out of the corner of my eye while sitting in my living room one evening. It happened while I was feeling relatively stable, neither particularly high nor low in mood. I quickly realized it was just my imagination, and even though it startled me, it didn’t coincide with any significant mood changes."
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"For the past year, I've had several periods where I felt really down, but I haven't experienced those elevated moods for two years. There were times I just wanted to stay in bed, but those bursts of energy I mentioned before never lasted long enough to count as hypomania. I can't say I've had the consistent cycle of ups and downs that would meet the criteria."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS,False,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects, considering the patient's responses across all areas (not all aspects need to be abnormal). The duration of symptoms should be explicitly asked and confirmed as lasting at least 2 weeks before making a final decision. Be really caucious when making the decision!","Lately, I've had some low moods that make it hard to find enjoyment in activities, like when I cancelled a picnic with friends last weekend because I just didn’t have the energy. I've been sleeping fine, and my appetite is pretty normal, but I often feel a bit down when I think about my self-worth. However, I’ve managed to keep up with my work and social obligations, even if I sometimes feel unmotivated; I wouldn't say it's chronic enough to meet the criteria for a major depressive episode."
DEPEPS_HALL,False,The criteria are met if the patient acknowledges having a history of delusions or hallucinations.,"I’ve never had any delusions or hallucinations that I can remember. Although I had a moment a few weeks ago where I thought I heard my grandmother's voice, I quickly dismissed it as my mind playing tricks on me due to my emotional state at the time. I've always felt grounded in reality, and that experience didn’t linger or affect my perception of things afterward."
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"A few nights ago, while I was just relaxing at home, I suddenly felt a wave of confusion. I was watching TV and thought I saw my sister standing in the doorway, even though I knew she lived miles away. It startled me for a moment, but I quickly realized it was just a trick of the light, and it didn't feel connected to any mood shifts. I’ve been feeling pretty stable lately, so I don’t think this was part of any major episode."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I haven't experienced a depressive episode lasting two years or longer. While I've definitely had some low moods over the past year, they haven't persisted without relief for such an extended period. I can recall feeling down for weeks at a time, but it always seems to lift eventually, allowing me to manage my daily activities and maintain some social interactions."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
DEPEPS_HALL_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I haven't experienced a depressive episode lasting two years or longer. Over the past year, I've had some low periods, but they usually last a few weeks at most and then seem to lift. For instance, I remember feeling really down last winter, but by spring, I was feeling more like myself again, enjoying time with friends and engaging in hobbies I love."
MDDPDD,False,Major depressive disorder plus persistent depressive disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","I haven't experienced a depressed mood more days than not for at least two years. While I've had some rough patches here and there, like when I felt down last winter and withdrew from friends, it typically only lasted a few weeks before I began to feel better. I remember in spring, I reconnected with my friends and started enjoying my hobbies again, which reminded me that these low feelings don't stick around for too long."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","I've noticed some fluctuations in my mood over the past few months, but they're not necessarily tied to my menstrual cycle. Last week, I felt a bit low, but it wasn't during that final week; it came out of nowhere. I managed to get through my workweek just fine, meeting deadlines and socializing when necessary, so it really hasn't impacted my daily activities or relationships significantly."
PDYSD,False,Premenstrual dysphoric disorder,
DEPCOM,False,"The criteria are met if the patient's depressed or dysphoric mood is an associated feature of another mental disorder (e.g., ""demoralization"" related to having Obsessive-Compulsive Disorder).","I've been feeling down for a while, but I wouldn't say it's tied to any specific mental disorder. For example, when I missed out on a weekend gathering with friends due to feeling low, it was more about my general mood rather than a specific event or trigger. I try to keep my mind occupied with work and hobbies, and I don't think my mood issues connect to any underlying obsessive thoughts or compulsions."
DEPCOM_DIST,False,"The criteria are met if the mood disturbance is clinically significant, meaning it causes substantial distress or impairment in the patient�s daily functioning.","While I've had some low moods lately, I don't feel that they significantly disrupt my daily life. Just last week, I had a few days where I didn’t want to socialize and opted to stay in, but I still managed to meet my work deadlines and keep in touch with my colleagues. My difficulty with motivation hasn’t stopped me from functioning at work or maintaining my relationships, so I don't think it's clinically significant."
OTHDD,False,Other specified depressive disorder; unspecified depressive disorder,
NOTDD,False,No mood disorder diagnosis needed,
OTH,False,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being.","I've been feeling a bit down from time to time, like when I decided not to go to a friend's birthday party last Sunday because I just didn't have the energy to be social. However, I still managed to go for a jog the next day and kept up with my work tasks without any issues. So while I do have those moments of sadness, I wouldn't say they're severe enough to impact my overall functioning or well-being."
OTH_MALA,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I don’t think I've exhibited a maladaptive response to any psychosocial stressors recently. For example, when I had to miss my friend's birthday party last week, I felt a bit disappointed, but I simply used the time to relax at home and catch up on a book I’ve been wanting to read. I acknowledged my feelings, but they didn’t lead to any significant distress or impairment in my functioning; I still managed to finish my work on time and kept in touch with my friends through messages."
ADJD,False,Adjustment disorder with depressed mood,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
