Node,Met_Criteria,Description,Patient_Story
MNEUD,False,"major or mild neurocognitive disorder due to another medical condition, with behavioral disturbance",
MEDDD,False,Depressive disorder due to another medical condition,
MANIC,False,the patient has reported clinicallly significant manic or hypomanic symptoms,"I don't think I've ever experienced any manic or hypomanic symptoms. For example, ever since I lost my job, I haven't felt overly energized or overly confident; in fact, it's quite the opposite. I've mostly just been struggling to get out of bed and have felt a lack of enthusiasm for things I used to enjoy. My mood has been consistently low, and I've certainly never had moments where I felt excessively happy or had racing thoughts—just a lot of heaviness."
MANIC_DUR,False,"criteria met for a manic episode (i.e., **at least 1 week of elevated**, expansive or irritable mood accompanied by increased activity or energy and other characteristic symptoms sufficiently severe to cause marked impairment). Duration has to be explicitly asked.","During the past week, my mood has been relatively stable, with no signs of extreme highs or feelings of irritability. I mostly spend my days feeling down, and even when I try to muster the energy to engage in activities, I'm met with fatigue and sadness instead. For instance, I attempted to go for a walk yesterday, but I ended up just sitting on a bench, feeling disheartened and disconnected from the world around me."
MANIC_DUR_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations. I remember once feeling really anxious during a particularly stressful week, and I thought I saw my cat staring at me in a strange way, but it was just my mind playing tricks on me. I’ve always been aware of reality and haven’t had any experiences where I felt out of touch or disconnected from what was actually happening around me."
MANIC_DUR_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I haven’t had any psychotic symptoms during my low periods or at any other time. For example, even when I feel overwhelmed after my job loss, I’ve remained grounded in reality; I've never heard voices or seen things that weren't there. Just last week, while feeling particularly low after a busy day of job searching, I sat quietly in my living room without any disorienting thoughts or perceptions clouding my mind."
BPIPSYC,False,Bipolar I disorder with psychotic features,
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,
BPI,False,Bipolar I disorder,
MANIC_DUR_HYPO,False,"Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I haven't experienced a hypomanic episode at all. The past few weeks have been quite the opposite; I've felt really low and unmotivated. For instance, just last weekend, my friends invited me out to a local café, but I barely managed to get out of bed, let alone feel any sense of excitement or elevated mood. My energy levels have been so low that I often just scroll through my phone instead of engaging in any activities, and I can't recall feeling expansive or overly enthusiastic about anything in a long time."
MANIC_DUR_HYPO_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations. Just the other day, while feeling overwhelmed at home, I thought I saw a shadow move across the wall, but it turned out to just be the light shifting. I’ve always been grounded in reality, and despite my low mood, I’ve never lost touch with what’s actually happening around me."
MANIC_DUR_HYPO_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I've never experienced psychotic symptoms during my episodes of feeling low. For instance, last week, while I was feeling particularly down about job searching, I spent the day at home realizing I was just feeling sad and disconnected—not seeing or hearing anything unusual. I was aware of my surroundings and could clearly differentiate my thoughts from reality; it was just the heaviness of my mood weighing on me."
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I haven’t experienced hypomanic symptoms for the past couple of years. My mood has been consistently low since losing my job. For example, I remember a time when I was invited to a friend’s gathering, and while I was there, I felt completely drained and uninterested, unable to engage with anyone. There were no moments of elevated mood or high energy; it was just a prolonged sense of heaviness."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS,False,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects, considering the patient's responses across all areas (not all aspects need to be abnormal). The duration of symptoms should be explicitly asked and confirmed as lasting at least 2 weeks before making a final decision. Be really caucious when making the decision!","I've been feeling quite down since I lost my job at the bookstore, and while I struggle with motivation, there are still moments when I find enjoyment in simple things. For instance, just yesterday, I spent some time working on a jigsaw puzzle, which actually made me feel a bit lighter. I do experience some sleepless nights where I toss and turn, but overall, I can still manage to get by with my daily tasks and responsibilities, including cooking and cleaning."
DEPEPS_HALL,False,The criteria are met if the patient acknowledges having a history of delusions or hallucinations.,"I’ve never had any delusions or hallucinations. Just the other day, while sitting on my couch feeling low, I thought I heard a faint whisper, but it turned out to be the wind outside. I’ve always been aware of my surroundings and have never encountered anything that felt unreal or disconnected from reality."
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I've never experienced psychotic symptoms during my episodes of feeling down. For instance, just last week, while I was feeling particularly low after a long day of job searching, I spent the evening at home feeling sad and overwhelmed, but I was fully present with my thoughts. I didn’t see or hear anything unusual; it was just a tough day where I felt the weight of disappointment, but I remained aware of my reality and surroundings."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I've definitely been feeling low since losing my job at the bookstore, but I can't say it's been ongoing for two years or more. It's really been about a month since my job loss that things have started to weigh on me more heavily, so while I struggle with my mood, I wouldn't say I've been in a prolonged depressive episode for that long."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
DEPEPS_HALL_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I've definitely been feeling low since losing my job at the bookstore, but I can't say it's been ongoing for two years or more. It's really been about a month since my job loss that things have started to weigh on me more heavily, so while I struggle with my mood, I wouldn't say I've been in a prolonged depressive episode for that long."
MDDPDD,False,Major depressive disorder plus persistent depressive disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","I've definitely been feeling low since losing my job at the bookstore, but I can't say it's been ongoing for two years or more. It’s really been about a month since my job loss that things have started to weigh on me more heavily, with feelings of sadness and unmotivation creeping in. Before that, I felt relatively stable and was enjoying my time with friends and engaging in my hobbies, so I wouldn't describe this as a long-term issue."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","I haven’t noticed any pattern with my mood related to my menstrual cycle. I usually feel pretty consistent throughout the month, and while I've been feeling low since losing my job, it hasn't coincided with my periods. My mood dips seem more tied to the stress of job searching and not getting responses, rather than any correlation with my menstrual cycle."
PDYSD,False,Premenstrual dysphoric disorder,
DEPCOM,False,"The criteria are met if the patient's depressed or dysphoric mood is an associated feature of another mental disorder (e.g., ""demoralization"" related to having Obsessive-Compulsive Disorder).","I don't think my depressed mood is related to any mental disorder, but I do feel a sense of heaviness since losing my job. For instance, while I’ve been feeling down, it’s more about the stress of my job loss rather than anything like obsessive thoughts or compulsions I’ve had in the past. I remember a time when I felt anxious about my work and couldn't focus, but I don't think it connects to any current mental disorder; I'm just dealing with the aftermath of losing my job."
DEPCOM_DIST,False,"The criteria are met if the mood disturbance is clinically significant, meaning it causes substantial distress or impairment in the patient�s daily functioning.","Even though I’ve been feeling low since losing my job, I still manage to get through my days without it causing substantial distress. For instance, I’ve been able to keep up with my usual tasks like grocery shopping and cooking meals, and my friends still reach out to me. While I might not engage as much socially, my relationships haven’t suffered significantly, and I can still have meaningful conversations when I choose to connect."
OTHDD,False,Other specified depressive disorder; unspecified depressive disorder,
NOTDD,False,No mood disorder diagnosis needed,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
