Node,Met_Criteria,Description,Patient_Story
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I’ve never had periods of hypomania lasting over two years. While I occasionally feel a bit more energetic when I clean, such as that one Saturday when I dedicated the whole day to organizing my living room, it doesn't last long enough or happen frequently enough to be significant. Mostly, my moods are stable, and the low days I experience don’t come with any elevated feelings to offset them."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS,False,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects, considering the patient's responses across all areas (not all aspects need to be abnormal). The duration of symptoms should be explicitly asked and confirmed as lasting at least 2 weeks before making a final decision. Be really caucious when making the decision!","I’ve been feeling a bit low lately, but I think it's more about anxiety than anything else. Just last week, I had a few days where I struggled to get out of bed, but I eventually pushed myself to tackle my cleaning tasks, which always lifts my spirits a bit. I’d say there are moments when I feel heavy, but they don’t last long—usually, I feel a sense of accomplishment after organizing something, which helps counteract those fleeting feelings of sadness."
DEPEPS_HALL,False,The criteria are met if the patient acknowledges having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations in my life. Just the other day, while chatting with my friend Jamie over coffee, we laughed about our favorite movies, and I could see the café around us clearly—the people, the decor, everything felt entirely real. Even when I’m overwhelmed by my anxiety, I remain grounded in reality and have never encountered anything that felt like an illusion or a distorted perception."
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I’ve never had psychotic symptoms during any of my mood episodes. For example, I remember a particularly tough weekend when I was feeling low, but even then, I was able to engage in a conversation with my sister about our upcoming plans. While my emotions were heavy, I was still aware of my surroundings and had a clear sense of reality, without any delusions or altered perceptions."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I've had my ups and downs over the past year, but I wouldn't say it's been a continuous bout of depression. Just last month, there were a few difficult weeks when I felt particularly low and unmotivated, like when I spent several days holed up in my room instead of joining my friends for a movie night. However, I managed to pull myself together, and those feelings didn't last long enough to be categorized as a prolonged episode."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
DEPEPS_HALL_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I’ve been feeling off lately, and while there have been stretches where I felt really low, it hasn't lasted for two years. Just a few months ago, I had a tough couple of weeks where I felt unmotivated and isolated, but eventually, I pulled myself back into my routine after cleaning my space and connecting with my friends again. So, while there are rough patches, they don't seem to add up to a long-term depressive episode."
MDDPDD,False,Major depressive disorder plus persistent depressive disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","Over the past year, I've had moments where I felt down, like when I was stuck at home for a couple of weeks after a rough breakup. While there were days when I struggled to find the motivation to do anything, those feelings usually faded after I spent time with my friends or tackled a few chores around the house. Overall, I’ve been able to shake off those low spells relatively quickly, and I don’t think it’s been long enough for me to meet the two-year mark for a depressed mood."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","In the week leading up to my period, I sometimes feel a bit off, but it’s not consistently like clockwork. Just last month, I noticed that I was feeling a little heavier in my mood, but once my menses started, I felt a lot better and resumed my regular routine without any significant distress. My friends have commented that I seem to bounce back quickly, so it doesn't really disrupt my life or relationships."
PDYSD,False,Premenstrual dysphoric disorder,
NOTDD,False,No mood disorder diagnosis needed,
OTH,False,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being.","I often find myself feeling a bit low, especially during busy weeks. For instance, just last month, I had a rough few days where I struggled to get out of bed and felt a heavy weight in my chest, but I managed to pull through by focusing on my cleaning routine. While those moments can feel intense, they usually pass quickly, and I still engage with my daily life and responsibilities without significant disruption."
OTH_MALA,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I remember the stress I faced during the last project at work, where my team was tasked with a tight deadline. Instead of panicking or withdrawing, I focused intensely on organizing meetings and setting clear goals, which helped me feel in control. Although it was a challenging time, I managed to cope effectively and didn't feel overwhelmed; in fact, I ended up feeling a sense of accomplishment once we delivered the project on time."
ADJD,False,Adjustment disorder with depressed mood,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
