Node,Met_Criteria,Description,Patient_Story
MANIC_DUR_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I've never had delusions or hallucinations. Just a couple of weeks ago, I was sitting quietly in my room, feeling overwhelmed by everything, but I didn't see or hear anything unusual. It was just me, my thoughts, and the silence, which felt heavy yet familiar. I know that sounds strange, but the only things I experience are the deep sadness and isolation that have become part of my daily life."
MANIC_DUR_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I haven't experienced any psychotic symptoms at all, just pervasive sadness. For instance, I remember sitting on my bed last Saturday, feeling the weight of despair wash over me as I looked out the window. I could see my neighbors laughing and playing outside, but I felt completely detached from that joy, without any thoughts that were distorted or out of touch with reality. My mind was simply filled with a heavy silence, not the chaotic noise of hallucinations or delusions."
BPIPSYC,False,Bipolar I disorder with psychotic features,
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,
BPI,False,Bipolar I disorder,
MANIC_DUR_HYPO,False,"Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I can't say I've ever felt that kind of elevated, expansive mood that people talk about. Just last month, my friend invited me to celebrate her birthday, and while everyone else was laughing and dancing, I felt completely out of place and drained. Instead of joining in, I found a quiet corner to sit and sip on my soda, wishing I could just disappear. My energy levels have been so low that I wouldn't even describe myself as irritable; I just feel empty and disconnected."
MANIC_DUR_HYPO_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I've never had any experiences with delusions or hallucinations. Just the other night, I was sitting on my couch, feeling overwhelmed by sadness, but I didn't see or hear anything that wasn't there. It was just me, lost in my thoughts, staring blankly at the television, which I had completely forgotten to turn on."
MANIC_DUR_HYPO_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I've been feeling this heavy sadness for so long, but I can definitely say that it hasn't been accompanied by any sort of psychotic symptoms. Just a couple of weeks ago, I struggled to get out of bed, but it was just the sadness and not any hallucinations or delusions clouding my mind. I was completely aware of my surroundings, noticing the sun streaming in through the curtains, but I couldn't find the energy or desire to embrace the day."
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I can’t say I’ve had hypomanic symptoms for any extended period. I remember a time last year when I felt a bit more energetic after a good night’s sleep, but it only lasted a day or two, and I wasn’t particularly euphoric—more like a brief boost in motivation. However, that was definitely overshadowed by the persistent periods of feeling low and unmotivated, especially since I’ve been dealing with this sadness for almost two years now."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I’ve been feeling this deep sense of sadness for quite some time, but I haven’t experienced any psychotic symptoms. Just a few nights ago, I sat on my bed, staring at the wall, fully aware of my surroundings yet completely engulfed in my thoughts. I could hear my neighbors laughing outside, but my mind was clear—no delusions or hallucinations clouding my reality, just an overwhelming weight of sorrow that I couldn’t shake off."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I’ve been feeling low for almost two years now, but it hasn’t been an unbroken episode. After losing my job and struggling with motivation, it was tough to shake off the sadness, but I do have good days mixed in. There are times when I find myself laughing with friends or enjoying a book, even if those moments are fleeting."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","I've certainly been feeling down more often than not, but I can't say it's been consistent for two full years. There have definitely been periods, like after I lost my job, where I felt profoundly sad for extended stretches, but I've also had good days here and there. Just last week, I went to dinner with a friend and had a great time, laughing and even forgetting about my worries for a little while."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","I don’t really notice any significant changes in my mood related to my menstrual cycle. Even when I reflect on the past few months, I can't remember feeling more down during that time; it seems fairly steady throughout the month. Sure, I have my ups and downs, but they don’t correlate with my periods in any noticeable way, and I manage to keep up with work and social activities without much trouble."
PDYSD,False,Premenstrual dysphoric disorder,
DEPCOM,False,"The criteria are met if the patient's depressed or dysphoric mood is an associated feature of another mental disorder (e.g., ""demoralization"" related to having Obsessive-Compulsive Disorder).","I've been feeling low for quite some time, but I can't pinpoint it as part of another mental disorder. I remember last month during a family gathering, my cousin brought up his struggles with OCD, and while I empathized with him, I realized that my sadness isn't tied to any specific disorder. It's mainly been a reaction to the isolation and loss of my job, not something that feels demoralizing in relation to any underlying condition."
DEPCOM_DIST,False,"The criteria are met if the mood disturbance is clinically significant, meaning it causes substantial distress or impairment in the patient�s daily functioning.","I've been feeling down more frequently, but it hasn't really caused substantial distress in my everyday life. I still manage to get up, go to work, and meet my responsibilities, though I do feel a bit more detached than usual. For instance, just last week, I finished a project at work on time, and while I didn't feel particularly fulfilled, I was able to carry on without it impacting my efficiency or interactions with coworkers."
OTHDD,False,Other specified depressive disorder; unspecified depressive disorder,
NOTDD,False,No mood disorder diagnosis needed,
OTH,False,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being.","I've been feeling low for quite a while, but I wouldn't say it's interfering significantly with my life. Just yesterday, I had a full day at work where I completed all my tasks and even caught up with a colleague over lunch. Sure, I felt a bit empty during the conversations, but I was still able to engage and be present without any major disruptions to my daily routine."
OTH_MALA,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I’ve been navigating some tough times, especially after losing my job, but I wouldn't say my responses to stressors have been maladaptive. For instance, when I first lost my job, I took a few days to process my feelings, and while I felt sad, I eventually started applying for new positions and even signed up for a local workshop to improve my skills. These actions helped me cope and regain some stability without feeling overwhelmed."
ADJD,False,Adjustment disorder with depressed mood,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
