Node,Met_Criteria,Description,Patient_Story
MNEUD,False,"major or mild neurocognitive disorder due to another medical condition, with behavioral disturbance",
MEDDD,False,Depressive disorder due to another medical condition,
MANIC,False,the patient has reported clinicallly significant manic or hypomanic symptoms,"I’ve never experienced any manic or hypomanic symptoms, so I don't think that’s something I need to worry about. For instance, while I can get excited about a project at work, I don't have periods of increased energy or euphoria. Just last week, I felt a rush of motivation to finish my tasks, but it was completely normal, and I still maintained my routine without any impulsive behavior or risky decisions."
MANIC_DUR,False,"criteria met for a manic episode (i.e., **at least 1 week of elevated**, expansive or irritable mood accompanied by increased activity or energy and other characteristic symptoms sufficiently severe to cause marked impairment). Duration has to be explicitly asked.","I’ve never experienced a period of elevated or expansive mood that lasted for a week or longer. For example, even when I had a particularly good week at work where everything went smoothly, I felt focused and productive rather than euphoric or overly energetic. I can’t recall any times when my mood affected my daily activities to the point of impairment; I’ve always been able to maintain my responsibilities and relationships without significant disruptions."
MANIC_DUR_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never had any delusions or hallucinations. I remember when I was going through a tough time, my friend Sam would often check in on me, and I would share my feelings of sadness and disconnection. But I always knew those feelings were real and didn’t involve seeing or hearing things that weren’t there."
MANIC_DUR_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I have experienced some low moments, but they don't seem to coincide with manic or depressive episodes; instead, they appear sporadically. Just last month, I had a particularly stressful week at work, and afterward, I felt a bit down, but I was still able to engage with friends and go out to dinner without any issues. I don’t find that my moods fluctuate significantly or that I have these psychotic symptoms during those times; it feels more like normal stress-induced sadness rather than something more severe."
BPIPSYC,False,Bipolar I disorder with psychotic features,
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,
BPI,False,Bipolar I disorder,
MANIC_DUR_HYPO,False,"Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I haven't experienced any hypomanic episodes. In fact, my mood has mostly been stable with occasional low points. Just last month, I felt a bit more energized one weekend when I tackled some home improvement projects, but it was nothing out of the ordinary for me; I was still able to rest and relax without feeling overly energetic or impulsive. I’ve always maintained a good balance in my life and haven’t noticed significant mood fluctuations that would qualify as a hypomanic episode."
MANIC_DUR_HYPO_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations. I remember when I was going through a tough time, my friend Sam would often check in on me, and I would share my feelings of sadness and disconnection. But I always knew those feelings were real and didn’t involve seeing or hearing things that weren’t there."
MANIC_DUR_HYPO_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"Recently, I've felt increasingly anxious and stressed, particularly during work deadlines. There was a point last month when I was overwhelmed by a project, and while I felt a bit low afterward, I was still able to go out with friends the next day and enjoy our time together. My low feelings don’t align with any manic or major depressive episodes; they seem more related to daily stress rather than anything more significant."
BPIIPSYC,False,Bipolar II disorder with psychotic features,
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,
BPII,False,Bipolar II disorder,
MANIC_DUR_HYPO_DUR,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I haven’t experienced hypomanic symptoms for an extended period, and my mood fluctuations are relatively mild. For example, I had a few days recently where I felt a bit more motivated to organize my home, but this was just a normal burst of energy that lasted a day or two, and I didn’t experience any depressed mood in conjunction with it. My feelings tend to fluctuate with daily stressors, but nothing has persisted for two years as described in the criteria."
CYC,False,Cyclothymic,
OTHBP,False,Other specified bipolar and related disorders or unspecified bipolar and related disorders,
DEPEPS,False,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects, considering the patient's responses across all areas (not all aspects need to be abnormal). The duration of symptoms should be explicitly asked and confirmed as lasting at least 2 weeks before making a final decision. Be really caucious when making the decision!","While I have had periods where I felt a bit down, such as missing my friend's birthday dinner last week, these feelings don’t last more than a few days. For instance, the day after, I was back to my normal self at work, engaging with colleagues and completing my tasks. I wouldn't say I've experienced a major depressive episode lasting two weeks, as I can still find enjoyment in my daily activities and maintain my responsibilities."
DEPEPS_HALL,False,The criteria are met if the patient acknowledges having a history of delusions or hallucinations.,"I’ve never experienced any delusions or hallucinations. When I was feeling particularly low a few months back, I would talk to my friend Sam about it, sharing my feelings of sadness and disconnection. Throughout all this, I remained aware of reality and never had any experiences of seeing or hearing things that weren't there."
DEPEPS_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I have experienced some low moments, but they don't seem to coincide with manic or depressive episodes; instead, they appear sporadically. Just last month, I had a particularly stressful week at work, and afterward, I felt a bit down, but I was still able to engage with friends and go out to dinner without any issues. My mood changes feel more like typical stress-induced sadness rather than symptoms of a manic or major depressive episode."
DEPEPS_HALL_PSYC_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I can’t say that I’ve been feeling depressed for two years or longer. While I have had some low days, like when I missed my friend's birthday dinner last week, those feelings usually pass quickly. The next day, I was back at work, ready to engage with my colleagues and take on my tasks without any significant emotional burden."
MDDPDDPSYC,False,"Major depressive disorder with psychotic features, plus persistent depressive disorder",
MDDPSYC,False,Major depressive disorder with psychotic features,
SCHIZ3,False,Schizophrenia spectrum or other psychotic disorder,
DEPEPS_HALL_DUR,False,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked,"I can't say that I've been feeling down for an extended period, like two years or more. For example, while I felt sad the other day when I missed my friend's birthday dinner, that was just a fleeting moment, and the next day I was fully engaged at work and enjoying my usual routine without any lingering depressive feelings. My mood tends to fluctuate based on daily stressors, but nothing has persisted long enough to meet those criteria."
MDDPDD,False,Major depressive disorder plus persistent depressive disorder,
MDD,False,Major depressive disorder,
DUR,False,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked","I can’t say that I’ve been feeling depressed for two years or longer. For instance, while I felt sad when I couldn't attend my friend's birthday dinner last week, those feelings quickly went away. The very next day, I was back to my usual self at work, interacting with my colleagues and completing my tasks without any significant emotional burden."
PDD,False,persistent depressive disorder,
DEPFW,False,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others.","I’ve noticed that my mood doesn’t seem to follow any particular pattern linked to my menstrual cycle. For example, there have been times when I've felt down, but they haven't consistently aligned with the week before my periods. Last month, I felt a bit off, but it passed quickly, and I was back to my regular self shortly after. I still managed to keep up with my work and social life without any significant issues."
PDYSD,False,Premenstrual dysphoric disorder,
OTHDD,False,Other specified depressive disorder; unspecified depressive disorder,
OTH,False,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being.","I’ve had a few moments recently where I felt a bit down, like when I skipped out on my friend's birthday dinner last week, but they never seem to affect my day-to-day activities. For example, the next day I was fully engaged at work, even leading a team meeting and enjoying lunch with colleagues, so I wouldn’t say my depressive symptoms are significant enough to impact my functioning."
OTH_MALA,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I’ve had my share of stress at work, especially during busy weeks, but I usually manage to cope quite well. For example, last month when I had a tight deadline, I felt stressed but didn’t let it derail my plans; I still went out with friends afterward and enjoyed myself despite the pressure I was under. My response to these stressors is more about adapting and finding ways to balance my emotions rather than feeling overwhelmed or significantly impaired."
ADJD,False,Adjustment disorder with depressed mood,
OTHDD2,False,Other specified depressive disorder; unspecified depressive disorder,
NORMALBLUE,False,"""Normal"" everyday blues",
