path,name,parent,Description
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/HOARDINGD,HOARDINGD,DISCARD,Hoarding Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE,APPEARANCE,DISCARD,Check if the patient feels anxious or worried about a perceived flaw in their appearance that is not noticeable to others.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/BODYDD,BODYDD,APPEARANCE,Body Dysmorphic Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC,REC,APPEARANCE,"Check if the patient experiences anxiety linked to repeated worries, thoughts, or excessive overthinking. "
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE,INTRUSIVE,REC,"Check if the patient has recurring thoughts that are experienced as intrusive, unwanted, and conflicting with their sense of self. "
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE/OBSESSIVE,OBSESSIVE,INTRUSIVE,Obsessive-complusive Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE/GENERALIZEDANX,GENERALIZEDANX,INTRUSIVE,Generalized Anxiety Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA,TRAUMA,REC,"Check if the patient experiences anxiety related to exposure to a severe traumatic event, accompanied by intrusive symptoms (such as flashbacks or nightmares), avoidance of reminders of the trauma, negative changes in thoughts and mood, and increased arousal or reactivity. "
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR,TRAUMA_DUR,TRAUMA,"Criteria met if the patient's stress disorder symptoms last more than a month. "
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR/PTSD,PTSD,TRAUMA_DUR,Post-Traumatic Stress Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR/ASD,ASD,TRAUMA_DUR,Acute Stress Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC,MANIC,TRAUMA,"Check if the patient experiences anxiety that is associated with a manic episode, a hypomanic episode, or a major depressive episode. "
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/MDDANX,MDDANX,MANIC,"Major Depressive Episode with Anxious feawtures in major depressive, bipolar I, or BipolarII disorder"
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH,OTH,MANIC,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/PSYCHSTRESSOR,PSYCHSTRESSOR,OTH,Check if the patient's symptoms occur in response to a psychosocial stressor. 
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX,NORMALANX,OTH,Normal Anxiety
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX/ADJD,ADJD,NORMALANX,Adjustment Disorder With Anxiety
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX/OTHANX,OTHANX,NORMALANX,Other specified anxiety disorder; Unspecified anxiety disorder
/ROOT/ANXIETYROOT/NORMAL,NORMAL,ANXIETYROOT,No Anxiety Mood
