path,name,parent,Description
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL,SOCIAL,SPERATION,Determine if the patient experiences anxiety or worry specifically about social situations where they are exposed to the scrutiny of others. The criteria is met when the anxiety is focused on social interactions and does not include more generalized worries.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/SOCIALANX,SOCIALANX,SOCIAL,Social Anxiety Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ,FEAROBJ,SOCIAL,"Determine if the patient experiences anxiety about exposure to a feared object (e.g., spiders) or situation (e.g., getting an injection, flying). The criteria is met when the anxiety is specifically triggered by the presence or anticipation of the feared object or situation."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/SPEPHOBIA,SPEPHOBIA,FEAROBJ,Specific Phobia
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH,HEALTH,FEAROBJ,Determine if the patient experiences anxiety specifically about their health and the possibility of having or acquiring a serious illness. The criteria is met when the anxiety is focused on health concerns and does not involve more generalized worries.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/SOMATIC,SOMATIC,HEALTH,Determine if the patient experiences somatic symptoms that are distressing. The criteria is met when the physical symptoms cause significant discomfort or distress to the patient.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/SOMATIC/SOMATICD,SOMATICD,SOMATIC,Somatic Symptom Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/SOMATIC/SEV_PHYS,SEV_PHYS,SOMATIC,Determine if the patient's belief about having a serious physical illness reaches a delusional intensity. The criteria is met when the conviction is strongly held despite clear evidence to the contrary.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/SOMATIC/SEV_PHYS/PSYCHD,PSYCHD,SEV_PHYS,Psychotic Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/SOMATIC/SEV_PHYS/ILLANX,ILLANX,SEV_PHYS,Illness Anxiety Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD,DISCARD,HEALTH,"Check if the patient feels anxious about getting rid of personal items, leading to a buildup of possessions that clutter their living spaces. The criteria is met when this anxiety makes it hard to let go of items, causing clutter that affects daily living."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/HOARDINGD,HOARDINGD,DISCARD,Hoarding Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE,APPEARANCE,DISCARD,Check if the patient feels anxious or worried about a perceived flaw in their appearance that is not noticeable to others. The criteria is met when the concern about this imagined defect causes significant distress.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/BODYDD,BODYDD,APPEARANCE,Body Dysmorphic Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC,REC,APPEARANCE,"Check if the patient experiences anxiety linked to repeated worries, thoughts, or excessive overthinking. The criteria is met when these concerns are persistent and cause significant distress."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE,INTRUSIVE,REC,"Check if the patient has recurring thoughts that are experienced as intrusive, unwanted, and conflicting with their sense of self. The criteria is met when these thoughts cause significant distress and are not aligned with the patient's values or beliefs."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE/OBSESSIVE,OBSESSIVE,INTRUSIVE,Obsessive-complusive Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/INTRUSIVE/GENERALIZEDANX,GENERALIZEDANX,INTRUSIVE,Generalized Anxiety Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA,TRAUMA,REC,"Check if the patient experiences anxiety related to exposure to a severe traumatic event, accompanied by intrusive symptoms (such as flashbacks or nightmares), avoidance of reminders of the trauma, negative changes in thoughts and mood, and increased arousal or reactivity. The criteria is met when these symptoms are present and cause significant distress."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR,TRAUMA_DUR,TRAUMA,"Criteria met if the patient's stress disorder symptoms last more than a month, the duration should be explicitly asked"
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR/PTSD,PTSD,TRAUMA_DUR,Post-Traumatic Stress Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/TRAUMA_DUR/ASD,ASD,TRAUMA_DUR,Acute Stress Disorder
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC,MANIC,TRAUMA,"Check if the patient experiences anxiety that is associated with a manic episode, a hypomanic episode, or a major depressive episode. The criteria is met when the anxiety occurs alongside one of these mood episodes and causes significant distress."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/MDDANX,MDDANX,MANIC,"Major Depressive Episode with Anxious feawtures in major depressive, bipolar I, or BipolarII disorder"
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH,OTH,MANIC,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning."
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/PSYCHSTRESSOR,PSYCHSTRESSOR,OTH,Check if the patient's symptoms occur in response to a psychosocial stressor. The criteria is met when the anxiety or distress is directly linked to a specific life event or stressor.
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX,NORMALANX,OTH,Normal Anxiety
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX/ADJD,ADJD,NORMALANX,Adjustment Disorder With Anxiety
/ROOT/ANXIETYROOT/SUB/MED/FEAR/PANICSEV/PLACE/SPERATION/SOCIAL/FEAROBJ/HEALTH/DISCARD/APPEARANCE/REC/TRAUMA/MANIC/OTH/NORMALANX/OTHANX,OTHANX,NORMALANX,Other specified anxiety disorder; Unspecified anxiety disorder
/ROOT/ANXIETYROOT/NORMAL,NORMAL,ANXIETYROOT,No Anxiety Mood
