path,name,parent,Description
/ROOT/MDDROOT/SUB/MED/MANIC,MANIC,MED,"the patient has reported clinicallly significant manic or hypomanic symptoms. For instance, The patient reports feeling extremely happy, on top of the world, or having racing thoughts."
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR,MANIC_DUR,MANIC,"criteria met for a manic episode (i.e., **at least 1 week of elevated**, expansive or irritable mood accompanied by increased activity or energy and other characteristic symptoms sufficiently severe to cause marked impairment). Duration has to be explicitly asked."
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HALL,MANIC_DUR_HALL,MANIC_DUR,"The patient meets the criteria if they acknowledge having a history (or currently suffering) of delusions or hallucinations. For instance, The patient reports hearing voices, seeing things that are not there, or experiencing other sensory perceptions that are not real. Or the patient reports having false beliefs that are not based on reality."
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HALL/MANIC_DUR_HALL_PSYC,MANIC_DUR_HALL_PSYC,MANIC_DUR_HALL,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HALL/MANIC_DUR_HALL_PSYC/BPIPSYC,BPIPSYC,MANIC_DUR_HALL_PSYC,Bipolar I disorder with psychotic features
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HALL/MANIC_DUR_HALL_PSYC/SCHIZ,SCHIZ,MANIC_DUR_HALL_PSYC,Schizophrenia spectrum or other psychotic disorder
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HALL/BPI,BPI,MANIC_DUR_HALL,Bipolar I disorder
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO,MANIC_DUR_HYPO,MANIC_DUR,"Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode. Duration has to be explicitly asked."
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_HALL,MANIC_DUR_HYPO_HALL,MANIC_DUR_HYPO,"The patient meets the criteria if they acknowledge having a history (or currently suffering) of delusions or hallucinations. For instance, The patient reports hearing voices, seeing things that are not there, or experiencing other sensory perceptions that are not real. Or the patient reports having false beliefs that are not based on reality."
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_HALL/MANIC_DUR_HYPO_HALL_PSYC,MANIC_DUR_HYPO_HALL_PSYC,MANIC_DUR_HYPO_HALL,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_HALL/MANIC_DUR_HYPO_HALL_PSYC/BPIIPSYC,BPIIPSYC,MANIC_DUR_HYPO_HALL_PSYC,Bipolar II disorder with psychotic features
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_HALL/MANIC_DUR_HYPO_HALL_PSYC/SCHIZ2,SCHIZ2,MANIC_DUR_HYPO_HALL_PSYC,Schizophrenia spectrum or other psychotic disorder
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_HALL/BPII,BPII,MANIC_DUR_HYPO_HALL,Bipolar II disorder
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_DUR,MANIC_DUR_HYPO_DUR,MANIC_DUR_HYPO,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_DUR/CYC,CYC,MANIC_DUR_HYPO_DUR,Cyclothymic
/ROOT/MDDROOT/SUB/MED/MANIC/MANIC_DUR/MANIC_DUR_HYPO/MANIC_DUR_HYPO_DUR/OTHBP,OTHBP,MANIC_DUR_HYPO_DUR,Other specified bipolar and related disorders or unspecified bipolar and related disorders
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS,DEPEPS,MANIC,"The criteria are met if the patient has experienced one or more major depressive episodes without any history of manic or hypomanic episodes. To determine if a major depressive episode has occurred, the following aspects must be examined:
1. Interest or pleasure in doing things
2. Sleeping conditions
3. Energy level
4. Appetite
5. Feelings of self-worth
6. Concentration when doing things
7. Changes in movement or speech
8. Suicidal ideation
9. Duration of at least 2 weeks
The decision should be based on an overall assessment of the severity of these aspects. If you think patient's response towards these aspects is severe enough (�5 symptoms during the same two week period that are a change from previous functioning) to cause marked impairment,then the criteria is met otherwise is not met."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL,DEPEPS_HALL,DEPEPS,"The patient meets the criteria if they acknowledge having a history (or currently suffering) of delusions or hallucinations. For instance, The patient reports hearing voices, seeing things that are not there, or experiencing other sensory perceptions that are not real. Or the patient reports having false beliefs that are not based on reality."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_PSYC,DEPEPS_HALL_PSYC,DEPEPS_HALL,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_PSYC/DEPEPS_HALL_PSYC_DUR,DEPEPS_HALL_PSYC_DUR,DEPEPS_HALL_PSYC,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_PSYC/DEPEPS_HALL_PSYC_DUR/MDDPDDPSYC,MDDPDDPSYC,DEPEPS_HALL_PSYC_DUR,"Major depressive disorder with psychotic features, plus persistent depressive disorder"
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_PSYC/DEPEPS_HALL_PSYC_DUR/MDDPSYC,MDDPSYC,DEPEPS_HALL_PSYC_DUR,Major depressive disorder with psychotic features
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_PSYC/SCHIZ3,SCHIZ3,DEPEPS_HALL_PSYC,Schizophrenia spectrum or other psychotic disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_DUR,DEPEPS_HALL_DUR,DEPEPS_HALL,The criteria are met if the patient explicitly reported a duration of the depressive episode lasting 2 years or longer. The duration should be explicitly asked
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_DUR/MDDPDD,MDDPDD,DEPEPS_HALL_DUR,Major depressive disorder plus persistent depressive disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DEPEPS_HALL/DEPEPS_HALL_DUR/MDD,MDD,DEPEPS_HALL_DUR,Major depressive disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR,DUR,DEPEPS,"The criteria are met if the patient explicitly reported experiencing a depressed mood more days than not for at least 2 years, accompanied by associated symptoms. The duration should be explicitly asked"
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/PDD,PDD,DUR,persistent depressive disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW,DEPFW,DUR,"The criteria are met if the patient experiences a depressed mood that is regularly present in the final week before the onset of menses and becomes absent in the week after menses. This mood disturbance must be associated with clinically significant distress or interference with work, school, usual social activities, or relationships with others."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/PDYSD,PDYSD,DEPFW,Premenstrual dysphoric disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM,DEPCOM,DEPFW,"The criteria are met if the patient's depressed or dysphoric mood is an associated feature of another mental disorder (e.g., ""demoralization"" related to having Obsessive-Compulsive Disorder)."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/DEPCOM_DIST,DEPCOM_DIST,DEPCOM,"The criteria are met if the mood disturbance is clinically significant, meaning it causes substantial distress or impairment in the patient�s daily functioning."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/DEPCOM_DIST/OTHDD,OTHDD,DEPCOM_DIST,Other specified depressive disorder; unspecified depressive disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/DEPCOM_DIST/NOTDD,NOTDD,DEPCOM_DIST,No mood disorder diagnosis needed
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/OTH,OTH,DEPCOM,"The criteria are met if the patient exhibits clinically significant depressive symptoms not covered by other criteria, which represent a psychological or biological dysfunction in the individual. These symptoms must be severe enough to impact the patient's functioning or well-being."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/OTH/OTH_MALA,OTH_MALA,OTH,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning."
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/OTH/OTH_MALA/ADJD,ADJD,OTH_MALA,Adjustment disorder with depressed mood
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/OTH/OTH_MALA/OTHDD2,OTHDD2,OTH_MALA,Other specified depressive disorder; unspecified depressive disorder
/ROOT/MDDROOT/SUB/MED/MANIC/DEPEPS/DUR/DEPFW/DEPCOM/OTH/NORMALBLUE,NORMALBLUE,OTH,"""Normal"" everyday blues"
/ROOT/MDDROOT/NORMAL,NORMAL,MDDROOT,No mental disease symptoms; everything is normal
