Node,Met_Criteria,Description,Patient_Story
MNEUD,False,"Major or Mild Neurocognitive disorder due to another medical condition, with behavioral disturbance","I haven’t noticed any significant decline in my cognitive abilities or behavior due to a medical condition. For example, just last week, I helped a friend with some of her wedding plans, and I was able to quickly recall details and suggest creative ideas without any trouble. I think my mind is as sharp as ever, and I’ve been actively engaged in my usual activities without any signs of confusion or memory issues."
MEDBP,False,Bipolar and Related Disorder due to another medical condition,"I don't have any medical conditions that would contribute to mood swings or emotional changes. My health has been stable, and I regularly visit my doctor for check-ups, so I don’t have any underlying issues affecting my mental state. My varying moods seem to stem purely from the ups and downs of life and my social activities rather than any medical concern."
MANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I appreciate your insights, but I can confidently say that my psychotic symptoms haven’t occurred during any manic or major depressive episodes. Although I've experienced some intense highs and lows emotionally, I've never had delusions or hallucinations during those times. For example, last week when I was feeling really down, I still had a clear understanding of reality and was able to talk rationally with my friends about feeling sad without any distorted perceptions."
BPIPSYC,False,Bipolar I disorder with psychotic features,"Recently, I've been feeling a mix of intense emotions, but I haven't experienced any psychotic symptoms. Just last month, during a particularly joyful moment at my friend's birthday party, I was enveloped in laughter and fun, fully aware of my surroundings. Even during my lowest moments, like when I felt overwhelmingly sad last week and isolated myself, I was able to recognize my thoughts as part of my emotional ups and downs rather than any break with reality."
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"While I’ve definitely been on an emotional rollercoaster lately, I can assure you that I’ve never encountered any symptoms of a psychotic disorder. Just last week, I was really down after a stressful week at work, but I still clearly recognized my feelings for what they were. For instance, even during my moments of sadness, I managed to have a rational conversation with a friend about my struggles, staying grounded in reality without any signs of delusion or hallucination."
HYPOMANIC,False,"The patient has reported hypomanic and at least one Major Depressive Epsidoe. Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I’ve been on a wild ride of emotions lately, where one moment I'm planning an energetic gathering and feeling fantastic, and the next, I'm overwhelmed with sadness for no apparent reason. Just last week, after an exciting weekend, I found myself locked in my room for hours, unable to face anyone or even respond to messages, feeling like everything I did was pointless. However, despite these ups and downs, I can’t say I’ve ever had episodes that meet the criteria for major depression or hypomania; my emotional fluctuations haven’t significantly disrupted my day-to-day life."
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never had any experiences with delusions or hallucinations. Just last week, when I was planning a fun barbecue, I was filled with excitement and creativity, visualizing how everything would come together. Even during moments of sadness, like when I isolated myself in my room, I was fully aware of my feelings and thoughts, recognizing them as part of my emotional journey, not something distorted or unreal."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"Recently, I've been going through some intense emotional shifts. Just last week, after hosting a vibrant dinner party filled with laughter, I found myself feeling incredibly down the next day, staying in bed for hours, unable to muster the energy to even reply to my friends' texts. However, even during that low point, I was clear-headed and able to express my feelings, having no experiences of delusions or hallucinations—just a deep sadness that seemed to come out of nowhere, but I understood it was part of the emotional ups and downs I’ve been facing."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"While I've definitely been experiencing some emotional highs and lows, I haven't had any psychotic features associated with these changes. Just the other day, after enjoying a lively event with friends, I felt a wave of sadness the next morning that left me wanting to isolate myself, but I was fully aware of my thoughts and feelings and could articulate them clearly. I'll often talk to my friends about how I feel, and during those moments, I never lose touch with reality or experience any delusions or hallucinations."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I've been feeling a lot of emotional ups and downs lately, but I can assure you that I've never had any experiences indicating a psychotic disorder. Just last week, after a fun night out with friends, I felt a wave of sadness the following day and chose to stay in for a while. Even during that low point, I had a clear understanding of my feelings and was able to chat with a friend about my mood, realizing it was just part of the emotional fluctuations I experience, not anything delusional or out of touch with reality."
BPII,False,Bipolar II disorder,"Recently, I've been feeling a mix of emotions, but I wouldn't say it meets the criteria for Bipolar II disorder. For instance, just last week, I felt ecstatic after organizing a fun picnic with my friends, but the next day, I just felt a bit low, which is normal for me after an energetic event. I managed to bounce back quickly, and it didn’t disrupt my daily life or responsibilities; I simply took some time to recharge before diving back into my plans."
HYPOMANICDEP,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"For the past few months, I've noticed that while I have days filled with excitement, like when I organized a last-minute party that had everyone raving, these moments don't seem to last more than a few days. After those high-energy events, I might feel a little low for a day or two, but I can't say that I've experienced periods of hypomania lasting longer than a week or two, let alone two full years. I think my mood swings just reflect the natural ups and downs of life rather than any significant underlying disorder."
CYC,False,Cyclothymic,"Lately, I've been experiencing some fluctuations in my mood, but they don't feel extreme enough to suggest cyclothymia. Just this past weekend, after a fun night out with friends, I felt a bit down the next day, but it was nothing out of the ordinary. I was able to shake it off after a short walk and a chat with a friend, and I quickly returned to my usual upbeat self, which makes me think my emotions are simply part of life rather than indicative of any disorder."
GAMB,False,The criteria is met if elevated or euphoric mood confined to periods of gambling,"I’ve enjoyed some thrilling moments while planning events, but my elevated mood doesn’t just happen during gambling or any specific activity. For example, last week, while I was organizing a big charity event, I felt a rush of excitement from the planning process itself rather than from any gambling experience. When I engage in these activities, it’s more about the joy of bringing people together rather than an emotional high linked to gambling."
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","I’ve never had issues with gambling that cause me any distress. I sometimes play the lottery for fun with my friends, like last weekend when we pooled our money for a ticket while watching the game, but it’s just lighthearted and never feels like a problem. I can easily walk away when it doesn’t pan out, and it hasn’t impacted my life or responsibilities in any significant way."
GAMBD,False,Gambling Disorder,"I’ve never had any problems with gambling that interfere with my life. Just last month, I went to a local fair with some friends where we played a few games and bought a couple of lottery tickets for fun. We laughed and enjoyed the moment, but when we didn't win, it didn't bother me at all—I simply moved on and focused on the next fun activity, like grabbing some snacks and taking photos together."
NORMALGAMB,False,Normal Gambling Behavior,"I’ve never struggled with gambling issues or felt like it was a problem in my life. A couple of weekends ago, I played a few arcade games with my friends at a local fair, and we even bought some lottery tickets for fun while watching the game. It was all lighthearted and enjoyable, and when we didn't win, I just shrugged it off and moved on to the next activity without any distress."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I can say that I generally handle stressors in my life quite well. For instance, when I faced some challenges at work due to a tight deadline, instead of becoming overwhelmed, I organized my tasks and created a plan to tackle them one by one. I felt a bit stressed, but it didn't lead to any significant distress or impact my functioning; in fact, I ended up completing the project ahead of time and even celebrated with my colleagues afterward."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"While I've definitely experienced some emotional ups and downs, I'm confident that I don't meet the criteria for any bipolar disorder. Just last week, after a fantastic dinner party that I organized, I felt a little low the next day, but it was just a typical response to the excitement winding down. I was able to bounce back quickly, and it didn't interfere with my daily life or responsibilities; it felt like a natural ebb and flow rather than anything clinically significant."
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","While I do experience some moments of excitement and joy, I can't say that my mood has been elevated or euphoric in any abnormal way. For instance, after a recent gathering where I felt happy to see my friends, I went home and felt pretty neutral; there was no overwhelming sense of elation, just a nice feeling of contentment that faded into an ordinary evening. My mood swings are pretty typical for someone with a busy social life, not something I would describe as elevated or euphoric."
NORMAL,False,Healthy,"I genuinely feel like I'm in a good place emotionally. Just the other day, after a fun gathering with friends, I felt a sense of calm and contentment that carried over into the next day. I didn’t experience any dramatic highs or lows; instead, it was just a normal, balanced response to my active social life, and I was able to enjoy the moment without feeling overwhelmed or distressed."
