Node,Met_Criteria,Description,Patient_Story
HYPOMANIC,False,"The patient has reported hypomanic and at least one Major Depressive Epsidoe. Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I’ve never actually experienced a Major Depressive Episode. I recall a time when I felt a bit down after a project didn't turn out as well as I hoped, but it only lasted a couple of days, and I quickly bounced back. Instead of feeling hopeless, I channeled my feelings into a new painting, which helped lift my spirits and brought me back to my usual self."
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never had any experiences of delusions or hallucinations in my life. Just last week, I was enjoying a lively discussion with friends at a gallery opening, fully engaged with the art and the conversation. I felt completely connected to the moment and had no unusual thoughts or perceptions, just a genuine appreciation for the creativity surrounding me."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I’ve never experienced psychotic symptoms during any major depressive episodes, as I’ve never had a major depressive episode in my life. I recall feeling a bit down once when a painting didn’t go as planned, but that only lasted a couple of days before I found joy again in creating something new. I’ve always been able to stay grounded and aware of my surroundings, even during challenging times, without any signs of distorted thinking or perception."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"I have never experienced any episodes that would align with bipolar II disorder, particularly not with psychotic features. For instance, I recall a weekend when I was feeling a bit low after a family event, but I managed to pull myself together, spend some time painting, and felt completely back to normal within a day. Throughout my life, I've found that my ups and downs are really just a part of living, rather than something that spirals out of control or leads to any confusion about reality."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never had any experiences that would suggest I’m on the schizophrenia spectrum or have any other psychotic disorder. For example, just last month, I attended an art workshop and felt completely in tune with my surroundings, focusing on my painting without any odd thoughts or feelings. I remember discussing techniques with other attendees and feeling a genuine connection to the experience—everything felt real and grounded, with no signs of any unusual perceptions or beliefs."
BPII,False,Bipolar II disorder,"I've never experienced the long-lasting depressive episodes typical of bipolar II disorder. There was a time when I felt a bit down after a tough critique during an art class, but that feeling only lasted for a couple of days. I quickly found joy again in painting and spent the weekend creating, fully re-engaging with my passion, which helped me bounce back to my regular upbeat self."
HYPOMANICDEP,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I haven't experienced hypomanic symptoms lasting two years along with periods of depressed mood. For instance, while I've had short bursts of excitement when discussing my art projects, those moments are usually brief and don't extend over days or weeks. My mood fluctuates occasionally, but it never reaches the level or duration that would suggest a pattern of hypomania combined with depression."
CYC,False,Cyclothymic,"I wouldn't say I meet the criteria for cyclothymic disorder. For example, while I do feel bursts of excitement when sharing my art projects, they are usually brief and don't last for more than a few hours. Just last weekend, I spent an afternoon with my friends at the park, feeling energized while we painted, but once we wrapped up, I transitioned back to a calm state without any lingering mood fluctuations."
GAMB,False,The criteria is met if elevated or euphoric mood confined to periods of gambling,"I’ve never had a gambling issue that caused me elevated or euphoric mood. Recently, I visited a friend who enjoys playing poker, and while I watched them play for a while, I felt no excitement or urge to join in. Instead, I simply enjoyed the camaraderie of the evening, feeling perfectly content just chatting with everyone around the table without any desire to gamble myself."
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","I’ve never had any problematic gambling behavior in my life. Just a few weeks ago, I went to a friend's house for a game night where they were playing poker. I found it entertaining to watch, but I had no urge to participate in the gambling; I was more focused on enjoying the company and sharing laughs with my friends. It was a relaxed evening, without any stress or issues related to gambling."
GAMBD,False,Gambling Disorder,"I’ve never experienced any issues with gambling at all. For instance, when I joined some friends for a game night last month, they started playing poker, and I just enjoyed watching them without feeling the urge to participate. I felt completely at ease, laughing and chatting with everyone, appreciating the social aspect without any desire to gamble or take risks."
NORMALGAMB,False,Normal Gambling Behavior,"I’ve never had any issues with gambling behavior. Recently, I went to a friend's house for a game night where they played poker, but I simply found it amusing to watch without any desire to join in. I was happy just enjoying the company, sharing stories, and laughing with everyone, feeling completely content without any inclination to gamble."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","I wouldn't say I meet the criteria for a maladaptive response to psychosocial stressors. For instance, last month when I faced some tight deadlines for my art class project, I felt some pressure, but instead of feeling overwhelmed, I channeled that energy into my work. I organized my time effectively, set up a schedule, and ended up completing the project ahead of time, which left me feeling accomplished rather than distressed."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"I don't think I fit into the category of Other Specified Bipolar and Related Disorder. Although I experience occasional excitement when discussing my art class, those moments are fleeting and connected to my passion for creativity. For instance, last week at a painting session, I felt a surge of joy while working on a project, but once I left the studio, my mood returned to its usual state without any persistent highs or lows, indicating that my emotional fluctuations aren't indicative of a bipolar disorder."
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","While I do experience moments of excitement and joy, I wouldn’t classify my mood as elevated or euphoric. For example, when I signed up for my art class, I felt a burst of enthusiasm, but it was a natural response to something I enjoy rather than a sustained high. Often, these feelings last only a short while, and I quickly return to my baseline, feeling calm and grounded without any sense of prolonged euphoria."
NORMAL,False,Healthy,"I feel completely healthy and balanced in my emotional state. For instance, last week, I had a productive week at work, and when I excitedly shared my accomplishments with my friends over dinner, I felt uplifted, yet it didn’t feel excessive or out of control. I easily transitioned back to a calm demeanor once the conversation turned to other topics, demonstrating that my mood is stable and not indicative of any underlying disorder."
