Node,Met_Criteria,Description,Patient_Story
MANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I can't say I've had any psychotic symptoms during my high-spirited periods. For example, when I was out hiking last month and felt that rush of joy, I was completely aware of my surroundings and the people I was with, and there was no sense of disconnection or unusual thoughts. My mood felt genuine and connected to the experience, without any signs of hallucinations or delusions."
BPIPSYC,False,Bipolar I disorder with psychotic features,"I can't say I've experienced any psychotic features associated with my mood. For instance, during a recent hike with my new group, even when I was feeling incredibly happy and energized, I was fully aware of my surroundings and engaged in conversations with others. There were no odd thoughts or perceptions; everything felt perfectly normal and grounded, just as it should be."
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never experienced any symptoms that would suggest a schizophrenia spectrum or other psychotic disorder. For instance, just last week, I had a casual dinner with friends, and we all shared laughs and stories; I felt completely present in the moment, with no unusual thoughts or perceptions. Everything about my experiences feels grounded and normal, without any confusion or distorted reality."
BPI,False,Bipolar I disorder,"I appreciate the positive mood I've been enjoying lately, but I don’t believe it qualifies as bipolar disorder. Like just this past week, I was out with friends for a game night, and while I felt energized and enthusiastic about the games, my feelings were consistent with just having a good time rather than any extreme highs. I’ve never had those prolonged periods of extreme mood changes that would suggest a mood disorder, and overall, I find my emotional state to be pretty stable."
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’m grateful to say that I’ve never had any experiences with delusions or hallucinations. For instance, I clearly remember enjoying a weekend camping trip with friends where we shared stories around the campfire and marveled at the stars; everything felt completely real and grounded. I’ve always been present in my experiences, and I just haven’t encountered anything that felt off or distorted."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I’ve never experienced psychotic symptoms during any depressive episodes. For instance, there was a time a few months ago when I felt a bit down after work stress, but even during that period, I was completely aware of my surroundings and had clear thoughts. I remember enjoying a movie night with friends, feeling a little low at the start, yet I was fully engaged and connected to the experience, without any signs of confusion or unusual perceptions."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"I’ve never had any experiences that would indicate bipolar II disorder with psychotic features. For example, just last month, I participated in a community event where I felt excited and happy, but my mood was stable and consistent throughout the day. I was fully aware of my surroundings, engaged with others, and there were no moments that felt chaotic or disconnected from reality."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never had any experiences that would suggest a schizophrenia spectrum or other psychotic disorder. Just the other day, I attended a local art exhibition with some friends, and I felt completely immersed in the artwork and conversations around me. Everything felt real and normal; I didn’t have any odd thoughts or perceptions, just a clear appreciation for the creativity on display."
BPII,False,Bipolar II disorder,"I appreciate the positive mood I've been enjoying lately, but I don’t believe it qualifies as bipolar disorder. Just last week, I was at a friend's birthday party, and while I felt energetic and enthusiastic about the celebration, my feelings were consistent with just having a good time rather than any extreme highs. I’ve never experienced those prolonged periods of mood fluctuations that would suggest a mood disorder, and overall, I find my emotional state to be pretty stable."
CYC,False,Cyclothymic,"I wouldn't describe my mood as cyclothymic; I’ve always felt my emotional state to be pretty stable. Just last weekend, I had a nice evening out with friends, and while I felt relaxed and happy, it was consistent and balanced, not swinging between highs and lows. There have been no prolonged episodes of mood changes that disrupt my daily life; I feel content without significant fluctuations."
NORMALGAMB,False,Normal Gambling Behavior,"I usually enjoy gambling in moderation, like when I go to a casino with friends a couple of times a month just for fun. Last weekend, we played a few games and had a good laugh without getting overly invested or losing track of time; I spent about $50 and left feeling satisfied with the evening. It’s always just a casual outing for me, and I make sure it doesn’t affect my daily life or responsibilities."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","The other day, I was chatting with my friend about a recent work project that went south, and I felt a little overwhelmed by the stress. However, instead of spiraling, I took a step back, made a list of what needed to be done, and tackled the issues one by one. I managed to pull it all together, which made me feel accomplished rather than distressed, so I don't think my response to stress has caused any significant impairment in my functioning."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"I don’t think I meet the criteria for bipolar disorder. Just last week, I attended a yoga class where I felt a sense of calm and happiness, but it was just a pleasant experience without any extremes in mood. Throughout my life, my emotional state has remained fairly stable, and I’ve never had those long, intense highs or lows that characterize bipolar disorder."
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","I wouldn’t say I’ve experienced a normal elevated or euphoric mood recently. Just last week, I felt pretty average while running errands; I went to the grocery store, and though I chatted with the cashier, it was just a regular day—neither high nor low. My emotions have been fairly stable, and there haven’t been any moments that felt particularly elevated or euphoric; everything just felt normal."
NORMAL,False,Healthy,"I genuinely feel healthy and stable in my emotional state. Just yesterday, I met up with friends for brunch, and while we were laughing and enjoying ourselves, it felt like just another enjoyable day rather than anything out of the ordinary. My mood has been consistently balanced, and I haven't encountered any significant ups or downs recently that would suggest otherwise."
