Node,Met_Criteria,Description,Patient_Story
MANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never had any experiences that felt like delusions or hallucinations. For example, I went to a concert last month and was completely immersed in the music and the atmosphere, but I never felt like I saw or heard things that weren’t there. Everything felt real and grounded; I was just enjoying the moment with my friends. Overall, my perceptions have always seemed clear to me."
MANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I've had moments where I've felt a little off, but I can’t really recall any psychotic symptoms. The other day, I was sitting on my couch watching TV, and I got really caught up in the plot, but I never felt confused about reality or thought anything unusual was happening. My mood was just a bit low, but it wasn’t tied to any kind of manic or depressive episode—it was just a day like any other."
BPIPSYC,False,Bipolar I disorder with psychotic features,"During my recent family trip, I did have a couple of days where I felt extremely happy and energized, almost euphoric while we were hiking and sharing stories around the campfire. However, those feelings were fleeting and quickly returned to my usual baseline, without any accompanying irritability or delusions. I can confidently say that I've never had any experiences that felt like psychosis or significant mood disruptions, and my overall emotional state has been pretty stable."
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"I've never had any experiences that suggest a schizophrenia spectrum or other psychotic disorder. Just last week, while discussing a project with my colleagues at work, I felt completely present and engaged, without any confusion or unusual thoughts. Everything made sense, and I was able to express my ideas clearly, which reassured me that my mind is functioning well."
BPI,False,Bipolar I disorder,"During a recent weekend, I took a road trip with some friends, and I felt genuinely content and even playful as we sang along to music in the car. I noticed moments of exhilaration, especially when we reached a beautiful viewpoint, but these feelings faded quickly, and I returned to my typical mood without any erratic shifts. Overall, I believe my emotions reflect life's ups and downs rather than any underlying disorder, as my mood has been consistent and stable."
HYPOMANIC,False,"The patient has reported hypomanic and at least one Major Depressive Epsidoe. Criteria met for a hypomanic episode (i.e., at least 4 days of elevated, expansive, or irritable mood accompanied by increased activity or energy and other characteristic symptoms not severe enough to cause marked impairment) and has at other times met criteria for a Major Depression Episode.  Duration has to be explicitly asked.","I've had periods where I felt really uplifted, like when I went out to watch a comedy show with friends last month and couldn't stop laughing. I was in a great mood for a few hours, but it didn’t last long; I returned to my usual self afterward and didn't experience any irritability or changes in energy that would concern me. As for depression, I've had days when I felt a bit down, but they were always associated with specific events, like stress at work, and never felt like a major depressive episode."
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I've never experienced any delusions or hallucinations in my life. For instance, just last week, I was out with friends at a lively restaurant, enjoying our meals and laughter, and I felt completely grounded in reality. Everything was clear, and I was fully aware of what was happening around me, which reassures me that my thoughts and perceptions are stable."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I can't say I've experienced any psychotic symptoms during depressive episodes, as I don't recall ever having a major depressive episode in the first place. For example, last month, I had a few days where I felt a bit low due to work stress, but I was still able to function and didn't have any unusual thoughts or experiences. My mood returned to normal after addressing the stressor, and I felt clear-headed throughout, without any signs of psychosis."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"During a recent weekend trip, I felt an overwhelming sense of joy while hiking with my friends, and I found myself laughing and enjoying the moment. However, I realized that these feelings were fleeting and completely tied to the enjoyable experience of being outdoors with people I care about. I don't experience any psychotic symptoms, and my mood tends to fluctuate based on normal life events rather than any underlying disorder."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never experienced any symptoms of a schizophrenia spectrum or other psychotic disorder. Last Saturday, I attended a friend's wedding and was fully engaged with everyone around me, sharing laughs and heartfelt conversations. There were moments of joy and excitement, but I remained clear-headed throughout the event, without any feelings of confusion or unusual thoughts; everything felt completely normal and grounded."
BPII,False,Bipolar II disorder,"Though I've had moments of feeling really upbeat, like when I went out for a friend's birthday and was genuinely enjoying myself, I’ve never experienced prolonged mood swings or drastic shifts in my emotional state. For instance, the day after my friend's celebration, I felt a bit anxious, but it was due to a hangover rather than any underlying mood disorder. Overall, my emotions tend to be stable and are mostly influenced by day-to-day experiences rather than any significant mood episodes."
HYPOMANICDEP,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I've never experienced prolonged periods of hypomanic symptoms lasting two years or more. For example, while I do have days where I feel particularly energetic or happy, like during a recent beach day with friends where I was playful and lively, these feelings are short-lived and associated with the specific occasion. Overall, my mood has been fairly stable, and I wouldn’t describe it as anything beyond the normal ups and downs of life."
CYC,False,Cyclothymic,"I’ve never had prolonged hypomanic episodes. For instance, last month I had a fantastic day at the beach with friends where I felt really energetic and playful, but it was just a one-off joyful experience rather than a consistent state. After that day, my mood returned to its usual level, and I haven't noticed any long-lasting shifts in my emotions or behavior since then."
GAMB,False,The criteria is met if elevated or euphoric mood confined to periods of gambling,"Last week, I went to the casino with some friends, and while I felt an adrenaline rush and a thrill from playing the slots, it was really just part of the fun of the night. I didn't feel euphoric or on top of the world; my mood stayed pretty much the same throughout the evening. I didn't find myself trapped in that high feeling like some people do; once we left, I returned to my normal self without any lingering excitement."
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","Last month, I went out to a local casino with a couple of friends just for the entertainment of it. I played a few rounds of slots, and while I got a little caught up in the excitement, I never lost track of my spending or felt the need to continue playing beyond what I budgeted for that night. I walked away feeling satisfied with the evening, without any urge to return or gamble again any time soon."
GAMBD,False,Gambling Disorder,"Last month, I went out to a local casino with a couple of friends just for the entertainment of it. I played a few rounds of slots, and while I got a little caught up in the excitement, I never lost track of my spending or felt the need to continue playing beyond what I budgeted for that night. I walked away feeling satisfied with the evening, without any urge to return or gamble again any time soon."
NORMALGAMB,False,Normal Gambling Behavior,"Last weekend, I went to a local casino with some friends just to enjoy the atmosphere. We played a few rounds of slots, and I experienced a bit of excitement, but I never lost track of how much I was spending or felt the urge to keep playing after my budget was reached. I walked away satisfied, with no desire to return soon, so I don’t think my gambling behavior is anything out of the ordinary."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","Recently, I faced some pressure at work due to tight deadlines, and I managed it pretty well. I spent a few late nights organizing my tasks and communicating with my team, and despite the stress, I felt a sense of accomplishment once everything was completed. I didn’t realize any significant distress from the situation; in fact, I felt more resilient afterwards, so I don't think my response was maladaptive at all."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"I can't say I've ever experienced the symptoms associated with bipolar disorder. For example, I've had days where I felt particularly cheerful after a fun outing with friends, but those feelings were always short-lived and tied to specific events in my life. Overall, my mood tends to be stable, and I haven’t noticed any significant fluctuations or episodes that would make me think I have a mood disorder."
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","While I've had fleeting moments of happiness, like when I went to a concert with friends and felt really good during the performance, it was never anything that lasted beyond the night. The next day, I went back to my usual self and didn’t notice any sustained feelings of elevated mood. Overall, my emotional state tends to remain steady, and I don’t think I experience any abnormalities in my mood."
NORMAL,False,Healthy,"I often feel like I'm in good health overall. Just the other day, I went for my routine check-up, and my doctor confirmed that my blood pressure and cholesterol levels are normal. I take care to eat well and exercise regularly, so I don't believe I have any underlying medical conditions that could be affecting my mood or mental state."
