Node,Met_Criteria,Description,Patient_Story
SIBP,False,Substance/Medication-Induced Bipolar Disorder,"I reassured the psychiatrist, ""I haven't been using any substances that would cause mood changes, like alcohol or drugs. In fact, I’ve been pretty dedicated to my healthy lifestyle, which includes avoiding anything that might alter my mental state. My energy and mood feel natural and related to the positive changes I've made in my life, rather than being influenced by any medications or substances."""
SI,False,Substance Intoxication; Substance Withdrawal; Other Adverse Effect of Medication,"I sat in the psychiatrist's office, reflecting on my choices and lifestyle. ""I’ve always been conscious about my health,"" I mentioned, ""so I don’t use drugs or alcohol. My friends might have a drink occasionally, but I prefer to stick to my herbal teas. I think it’s important to keep my mind clear, especially with all the new hobbies I've been pursuing."" I felt confident that my positive energy was genuinely from those experiences rather than any substance influence."
MED_COG,False,"Assess whether the patient shows evidence of decline in one or more cognitive domains, including complex attention, executive function, learning and memory, language, perceptual-motor abilities, or social cognition. This decline should be noticeable and impact the patient's ability to function in these specific areas.","I shared with the psychiatrist that I’ve been feeling quite sharp lately, especially when it comes to my work projects. Just last week, I had to prepare a detailed presentation, and I found myself not only recalling all the necessary information but also crafting the slides and speaking points with ease, impressing my colleagues. I feel like my attention and memory are in good shape, as I can still juggle multiple tasks without losing focus or getting confused."
MNEUD,False,"Major or Mild Neurocognitive disorder due to another medical condition, with behavioral disturbance","As I spoke with the psychiatrist, I reflected on my overall health and mentioned, ""I don’t have any significant medical conditions that affect my brain function or behavior. Last month, I had a full health screening, and my doctor assured me that everything was normal. I feel stable and clear-headed, with no signs of cognitive decline or disturbances in my behavior, just occasional stress from work and life’s ups and downs."""
MEDBP,False,Bipolar and Related Disorder due to another medical condition,"I told the psychiatrist, ""I haven’t been diagnosed with any medical conditions that could impact my mood or mental state. In fact, my last check-up showed that I'm in good health overall, and I don't have any chronic illnesses. I feel like my mood changes are simply part of the natural ebb and flow of life, rather than linked to any underlying health issues."""
MANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I sat in the psychiatrist's office, feeling comfortable and open. I told them, ""I’ve never experienced anything like hallucinations or delusions; I have a clear understanding of reality. Even during my lows, I’ve always been able to differentiate between what’s real and my thoughts."" I smiled, confident in my grasp on reality, and felt reassured by my mental clarity."
MANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I shared with the psychiatrist that while I have experienced both low and high moods, I’ve never had any psychotic symptoms that would indicate a serious mental disorder. For instance, during a period of feeling a bit down a couple of months ago, I still had a clear grip on reality and didn’t experience any hallucinations or delusions, so I believe my mood fluctuations are just normal emotional ups and downs, not related to any major psychotic issues."
BPIPSYC,False,Bipolar I disorder with psychotic features,"I told the psychiatrist, ""Honestly, I’ve never had any experiences that felt unreal or made me question my perception of reality. Even during tough times when I've felt low, I’ve been completely aware of what’s happening around me and have never had any hallucinations or delusions. My friends and family can vouch for how grounded I am, even when I'm struggling."""
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"I sat down in the psychiatrist's office, feeling grounded and clear-headed as I explained, ""I've never experienced any hallucinations or delusions. Even during my tougher moments, like when I felt a bit overwhelmed a few months back, I always had a clear sense of reality and understood what was going on around me."" I reassured them that I could easily differentiate between my thoughts and the actual world, which made me confident that I’m not experiencing any signs of a psychotic disorder."
BPI,False,Bipolar I disorder,"I shared with the psychiatrist, ""While I've definitely had periods of feeling more energetic or upbeat, I don't think I've ever experienced the type of extreme mood swings that would indicate Bipolar I disorder. For instance, I've had days where I'm really productive and excited about my projects, but they haven't lasted long enough or been intense enough to feel like a manic episode. My moods tend to fluctuate gently, rather than swinging from one extreme to the other."""
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I sat in the psychiatrist's office and confidently told them, ""I've never had any experiences with delusions or hallucinations. Even during my recent low points, I was always in touch with reality and could clearly distinguish my thoughts from the external world. My family and friends can attest to how grounded I am, and I feel secure in knowing that my mental clarity hasn’t wavered."""
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I shared with the psychiatrist, ""While I did experience some low moments a couple of months ago, I haven't had any psychotic symptoms during those times. For example, even when I was feeling overwhelmed and struggled to get out of bed for a couple of weeks, I remained fully aware of my surroundings and never experienced any hallucinations or delusions. My perception of reality has always stayed intact, regardless of my mood changes."""
BPIIPSYC,False,Bipolar II disorder with psychotic features,"I sat in the psychiatrist's office, recalling a recent period when I felt a bit down, but I emphasized, ""Throughout that time, I never experienced anything that could be considered psychotic. I remember feeling overwhelmed and tired, but I was fully aware of my surroundings and didn’t have any strange thoughts or visual disturbances. I even reached out to friends for support, and they can confirm I was clear-headed, just going through a rough patch."""
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I told the psychiatrist, ""I've never experienced any symptoms that would suggest a psychotic disorder. Even during times when I felt overwhelmed, like a few weeks ago when work stress got to me, I was very much in touch with reality and didn't encounter any hallucinations or delusions. My friends can attest to my clarity of thought, even during tough times, and I've always been able to differentiate between my feelings and what’s actually happening around me."""
BPII,False,Bipolar II disorder,"As I talked with the psychiatrist, I reflected on my mood changes but reiterated, ""I don't think I've ever felt the extreme highs and lows that would categorize me as having Bipolar II disorder. While I have experienced some ups and downs, like feeling very productive for a few days followed by feeling a bit low, it's never been this intense cycle that lasts for weeks. My mood fluctuations feel more like normal emotional responses to life rather than any significant disorder."""
CYC,False,Cyclothymic,"I explained to the psychiatrist, ""While I have had moments of feeling really upbeat and productive, they tend to be short-lived and followed by periods of normal mood. For example, just last week I completed a big project at work and felt great about it, but that was balanced by how I felt completely fine the days after, without any noticeable shifts in my mood. I can't say that my feelings have swung to the extremes that would suggest cyclothymia; it feels more like I'm riding the typical emotional waves of life."""
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","I do enjoy gambling occasionally, but I wouldn't say it's a problem for me. Just last Friday, I went to a local casino with a couple of friends, and we had a fun night playing blackjack. I set a budget for myself, which I stuck to, and when I lost, I laughed it off instead of feeling distressed. It’s always just been a light-hearted activity for me, not something that causes any significant stress or impairment in my life."
GAMBD,False,Gambling Disorder,"I mentioned to the psychiatrist, ""I enjoy going to casinos with friends for a fun night out, like last Friday when we played blackjack. I set a strict budget for myself, and even after losing some hands, I just laughed it off and moved on without feeling upset or anxious about it. It's always been a light-hearted escape rather than something I rely on or feel compelled to do."""
NORMALGAMB,False,Normal Gambling Behavior,"I told the psychiatrist, ""While I do love the thrill of an occasional night at the casino, it’s always just for fun. Last month, I went with some friends to play poker, and I followed my usual approach of setting a budget. I lost a little bit, but it didn’t bother me at all; I just enjoyed the time together and left feeling the same as when I arrived. I never feel the urge to gamble outside of those nights out, so I think it’s just a casual pastime for me."""
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","I shared with the psychiatrist, ""While I’ve certainly experienced a range of emotions, I wouldn’t describe my mood as consistently elevated or euphoric. For instance, last week, I had a pretty typical day at work—some ups and downs, but nothing that felt extreme. I often find myself feeling neutral, not particularly happy or sad, just going about my daily routine without those intense high feelings that some people describe."""
NORMAL,False,Healthy,"I sat in the psychiatrist's office, feeling quite at ease. I told them, ""Overall, I have a good sense of well-being and stability in my life; both my mind and body feel healthy. I recently took up running and have been enjoying it, which has not only improved my fitness but also helped clear my mind. I don't have any medical conditions or ongoing health issues that might affect my mental state—everything is quite normal for me."""
