Node,Met_Criteria,Description,Patient_Story
BPIPSYC,False,Bipolar I disorder with psychotic features,"I can’t say that I’ve ever experienced psychotic features. Just the other day, I was in a small group with colleagues discussing a project, and I was fully engaged, sharing my thoughts and ideas lucidly without any sense of confusion or detachment. While I do have emotional ups and downs, I’ve always been grounded in reality, and I’m aware of what’s actually happening around me."
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never had any experience with psychotic symptoms like delusions or hallucinations. Just last week, I was at a book club meeting with friends, and we were discussing the themes of the novel we read. I felt completely present, engaged, and aware of my surroundings, contributing to the conversation without any strange thoughts or perceptions interrupting my focus. Everything felt normal, and I was just enjoying the discussion like everyone else."
BPI,False,Bipolar I disorder,"I’ve been reflecting on my emotional experiences, and while I do have some ups and downs, they’re not severe enough to warrant a diagnosis of bipolar disorder. For instance, I recently had a happy week where I was productive and social, and then a few days later, I felt a bit down, but it wasn’t anything unusual for me. I manage to stay engaged with my work and friends, and my mood fluctuations don’t disrupt my life significantly, so I feel like I’m just experiencing the normal range of emotions."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I’ve never had symptoms like delusions or hallucinations, even during my more challenging emotional phases. For example, after a low period a few weeks ago, I spent a quiet evening at home watching a favorite movie with my sister, and I was fully aware and engaged in the storyline. I felt a bit sad at times, but I was clear-headed and understood my feelings without any disconnection from reality."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"I can say that I haven’t experienced any psychotic features at all. Just last week, I was chatting with a friend over coffee, and we were discussing our plans for the weekend without any interruptions from unusual thoughts or perceptions. Even during my emotional ups and downs, I've always felt grounded and aware of my surroundings, so everything felt completely normal during our conversation."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I've never had any experiences that would suggest a schizophrenia spectrum or other psychotic disorder. Just yesterday, I was at a family dinner, and we spent the evening sharing stories and laughing together. I felt completely in touch with reality, engaged in the conversation, and aware of my surroundings, without any signs of confusion or unusual perceptions."
HYPOMANICDEP,False,The criteria are met if the patient explicitly reported at least 2 years of hypomanic symptoms along with periods of depressed mood. Duration should be explicitly asked.,"I appreciate the clarification, but I can't say that I've had prolonged hypomanic symptoms over the last two years, nor have I experienced significant periods of depression. There have been moments of feeling really energetic or positive, but they haven’t lasted longer than a week, and I’ve also had low days that were brief and manageable. Overall, my moods fluctuate, but they haven’t extended into anything that would qualify for a diagnosis."
CYC,False,Cyclothymic,"I've noticed that while my mood can shift from feeling really energetic and happy to a bit low, it doesn't last long enough to be concerning. For example, just last weekend I was full of ideas and enthusiasm while organizing a family gathering, but by midweek, I felt a little down and unmotivated. However, I was still able to get back to my routine fairly quickly, and those low moments didn't interfere with my daily life or responsibilities."
GAMB,False,The criteria is met if elevated or euphoric mood confined to periods of gambling,"I enjoy playing poker with friends every other Friday night at a local café, and while I do get a little excited about the game, it doesn’t elevate my mood in any significant way. I feel the same level of happiness and engagement during those nights as I do during any typical gathering, sharing laughs and conversation. Winning or losing at cards doesn’t affect me deeply; when the night ends, I simply go home feeling like I had a good time, just like any other social event."
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","I’ve enjoyed playing poker with friends every other Friday night at a local café, and while I do have fun with the game, it hasn’t caused me any distress or impairment. Winning or losing doesn’t affect my mood significantly; I feel the same level of happiness whether I win or not, and I’m always able to carry on with my routine without any negative impact. It’s a nice way to socialize, but I wouldn’t say it’s a central concern in my life."
GAMBD,False,Gambling Disorder,"I love playing poker with my friends every other Friday night at a local café, and it’s always a fun way to unwind and socialize. While I enjoy the thrill of the game, it never spirals into anything excessive or distressing for me; I can lose a hand and still head home without a second thought. It’s more about the camaraderie than winning for me, and it definitely doesn’t interfere with my life or responsibilities."
NORMALGAMB,False,Normal Gambling Behavior,"I enjoy playing poker with my friends every other Friday night at a local café, but I wouldn’t say it’s anything out of the ordinary. I look forward to the social interaction and the laughs we share, but I never feel compelled to gamble beyond those nights or chase losses. It’s just a fun pastime for me, without any negative consequences or concerns about addiction."
OTH,False,"The criteria are met if the patient exhibits a maladaptive response to a psychosocial stressor, meaning their response is disproportionate or ineffective, leading to significant distress or impairment in functioning.","Recently, I faced a challenging situation at work when a big project deadline approached, and my team was struggling to meet it. While I felt stressed, I managed to communicate effectively with my coworkers and establish a plan to get everything done on time. Instead of feeling overwhelmed or acting irrationally, I felt a sense of camaraderie as we pulled together, and we ultimately succeeded in completing the project, which left me feeling proud and fulfilled."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"I appreciate the opportunity to clarify, but I don't believe I meet the criteria for other specified bipolar and related disorder. While I've experienced some emotional ups and downs lately, such as feeling really energetic during a weekend getaway with friends and then feeling a bit low afterwards, I can still manage my daily responsibilities and maintain my typical routine. These fluctuations feel pretty normal to me, and they haven’t significantly impacted my life or functioning."
NOAMLELEVATED,False,"""Normal"" elevated or euphoric mood","While I've had moments where I felt a bit more positive, I wouldn't describe my mood as elevated or euphoric. Last week, for example, I spent an evening at home reorganizing my bookshelf, and while I enjoyed it, I also felt a sense of normalcy that was quite grounding. It was a pleasant evening, but it felt just like any other night, without any intense highs; I simply went to bed feeling content and ready for the next day."
NORMAL,False,Healthy,"I don’t believe I meet the criteria for any mental health disorders. Recently, I enjoyed a lovely weekend camping trip with my family where we hiked and shared stories around the campfire. I felt completely in touch with my emotions and surroundings, and my mood was stable and happy throughout the trip, just like it usually is during quality time with loved ones."
