Node,Met_Criteria,Description,Patient_Story
MED_COG,False,"Assess whether the patient shows evidence of decline in one or more cognitive domains, including complex attention, executive function, learning and memory, language, perceptual-motor abilities, or social cognition. This decline should be noticeable and impact the patient's ability to function in these specific areas.","Lately, I’ve noticed that my memory and concentration feel as sharp as ever. Just yesterday, I was able to recall details from a book I read a few months ago during a discussion with my friends. We talked for hours about the plot twists and characters, and I was able to keep up with the conversation effortlessly, making connections to other themes in literature without any trouble. It felt great to engage so deeply, and I didn’t feel any decline in my cognitive abilities at all."
MNEUD,False,"Major or Mild Neurocognitive disorder due to another medical condition, with behavioral disturbance","I’ve never experienced any significant cognitive decline or behavioral disturbances. Just the other day, I had a lively discussion with my friends about our favorite books, and I was able to recall intricate details and even make connections to other stories we’ve read. I always feel mentally sharp and engaged, with no difficulties in managing my daily activities or social interactions."
MEDBP,False,Bipolar and Related Disorder due to another medical condition,"While I’ve been feeling quite upbeat and energized lately, I can confidently say there are no underlying medical conditions contributing to these feelings. I’ve always been in good health, with regular check-ups showing no issues, and even though I occasionally deal with stress-related headaches, they are mild and temporary. My overall well-being hasn't changed, and I believe my current happiness stems purely from positive experiences, like my recent beach trip, rather than any medical factors."
MANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced delusions or hallucinations at any point in my life. For instance, I remember attending a friend's wedding last summer, where everything felt so real and joyful; I was fully present, sharing laughs and dancing with everyone. Even when the music got loud and the atmosphere became lively, I never felt disconnected from reality or questioned what I was seeing or experiencing."
MANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during manic or major depressive episodes.,"I’ve been feeling quite positive lately, but I wouldn't say I've had any psychotic symptoms during my high moods. Just the other day, I was reminiscing about my beach trip with some friends, and while I felt a rush of excitement sharing those memories, I never experienced any strange thoughts or feelings that made me question reality. My mood has remained stable, and I've been enjoying my life without any severe fluctuations or episodes."
BPIPSYC,False,Bipolar I disorder with psychotic features,"I’ve never felt like my reality was altered in any way. For instance, last month, while celebrating my cousin's graduation, I was surrounded by family and laughter, and everything felt vibrant and real. I was fully engaged in the moment, sharing stories and enjoying the festivities without any sense of confusion or detachment from what was happening around me."
SCHIZ,False,Schizophrenia spectrum or other psychotic disorder,"I’ve never experienced any hallucinations or delusions in my life. For example, at a recent family gathering, I was fully engaged in conversations, laughing and sharing stories, with no feelings of confusion or disconnection. Everything around me felt completely real, like when my niece showed off her dance moves, and I was there cheering her on without any strange thoughts clouding my mind."
BPI,False,Bipolar I disorder,"As I sat in the psychiatrist's office, I mentioned that despite my recent high spirits, I haven't experienced the severe mood fluctuations typically associated with Bipolar I disorder. I recalled a time a few months ago when I had a particularly stressful week at work, but instead of feeling overly energized or deeply depressed, I managed to stay steady and focused—just like I did during the project crunch we successfully navigated together. I've always been able to return to my normal mood quickly, which reassures me that my emotional state hasn't veered into anything concerning."
HYPOMANIC_HALL,False,The patient meets the criteria if they acknowledge having a history of delusions or hallucinations.,"I’ve never experienced delusions or hallucinations at any point in my life. For instance, I distinctly remember last summer at a friend's wedding, where I felt completely grounded and engaged. As we danced and shared stories, everything felt vivid and real, with no moments of confusion or altered perceptions—just pure joy in the celebration around me."
HYPOMANIC_HALL_PSYC,False,The criteria are met if the patient's psychotic symptoms occur exclusively during  major depressive episodes.,"I don’t recall having psychotic symptoms during any low moods. For instance, after my brief bout of sadness following my breakup, I remained fully aware and connected to my surroundings. I distinctly remember sitting in a cafe with a friend, having an insightful conversation about life, and I felt completely present, without any odd thoughts or perceptions influencing my state of mind."
BPIIPSYC,False,Bipolar II disorder with psychotic features,"As I sat in the psychiatrist's office, I reflected on my emotional journey. I could remember times of joy and excitement, like the weekend barbecue I attended last month where I laughed with friends, but throughout all those experiences, I remained very much in touch with reality. There have been no moments of confusion or delusions; even during those happy times, my thoughts and perceptions felt completely clear and grounded."
SCHIZ2,False,Schizophrenia spectrum or other psychotic disorder,"I've never had any experiences that would lead me to believe I have a schizophrenia spectrum or any other psychotic disorder. For example, at a recent family reunion, I was surrounded by laughter and joy, and I felt completely present in the moment. I remember sharing funny stories with relatives, and there was never a time where I questioned my reality or felt disconnected from what was happening around me."
BPII,False,Bipolar II disorder,"I’ve definitely been feeling more upbeat since my beach trip, but I can’t say that I’ve experienced the kind of mood swings characteristic of Bipolar II disorder. Just last weekend, I was having a relaxed dinner with friends, and even though we had a few laughs about some current events, my mood didn't swing from high to low; I felt consistent and stable throughout the entire evening. I remember after the dinner, I went home and had a great night’s sleep, waking up refreshed and ready to tackle the week ahead without any lingering feelings of sadness or irritability."
CYC,False,Cyclothymic,"While I’ve felt a bit more cheerful lately, I can confidently say that I haven’t experienced the kind of mood swings that characterize cyclothymia. Just the other day, I was catching up with a friend at our favorite café, and even though we shared a few laughs, my mood remained steady throughout the conversation. I haven’t had those prolonged periods of feeling high or low; instead, my emotions have been quite balanced, allowing me to enjoy my days without any extreme fluctuations."
GAMB_SEV,False,"The criteria are met if the persistent and problematic gambling behaviour leads to clinically significant impairment or distress. This means the symptoms should be significant enough to cause notable distress or impairment, making them a central concern in the patient's overall condition.","I enjoy playing poker with my friends, but it’s always been just a fun way to hang out; I wouldn’t say it’s a problem for me. Last weekend at Jake's house, we played for a few hours, and while I won a few hands, my mood didn’t change much—I laughed and joked just like any other day. I can walk away from the game without feeling anxious or upset, so I don’t think my gambling behavior has ever led to any distress or impairment in my life."
GAMBD,False,Gambling Disorder,"I’ve never felt compelled to gamble excessively or let it interfere with my daily life. Just last month, I went to a local arcade with some friends, and while we played a few games for fun, I didn't feel any urge to keep playing beyond what felt enjoyable. I easily walked away after a few rounds, and it was just a casual way to spend time together without any lingering feelings of wanting more or chasing losses."
NORMALGAMB,False,Normal Gambling Behavior,"I’ve always approached gambling as a light-hearted activity rather than something serious. Just a couple of weekends ago, I joined my friends for a poker night at Lisa's place. We spent the evening playing a few hands, and while I enjoyed the laughter and camaraderie, I didn’t feel the need to gamble more than we planned. Winning or losing didn’t affect my mood, and afterward, I didn’t have any urge to play more; it was just a fun night out with friends."
OTHBP,False,Other specified bipolar and related disorder; unspecified bipolar and related disorder,"As I sat in the psychiatrist's office, I shared how I've never experienced the extreme mood fluctuations that would suggest a bipolar disorder. I recounted how, even during stressful periods at work, like when a tight deadline loomed, I managed to stay focused and calm instead of feeling overly energized or downcast. My mood has remained steady, allowing me to enjoy life without the drastic highs or lows that often accompany bipolar symptoms."
NORMAL,False,Healthy,"As I mentioned to the psychiatrist, I've always felt generally healthy with no significant medical conditions. Just last week, I went in for my annual check-up, and my doctor confirmed everything was normal. I do get the occasional headache from stress, but they’re mild and don’t impact my daily life, allowing me to enjoy activities like jogging or hanging out with friends without any issues."
